period,org_code,parent_org,org_name,a&e_attendances_type_1,a&e_attendances_type_2,a&e_attendances_other_a&e_department,a&e_attendances_booked_appointments_type_1,a&e_attendances_booked_appointments_type_2,a&e_attendances_booked_appointments_other_department,attendances_over_4hrs_type_1,attendances_over_4hrs_type_2,attendances_over_4hrs_other_department,attendances_over_4hrs_booked_appointments_type_1,attendances_over_4hrs_booked_appointments_type_2,attendances_over_4hrs_booked_appointments_other_department,patients_who_have_waited_4-12_hs_from_dta_to_admission,patients_who_have_waited_12+_hrs_from_dta_to_admission,emergency_admissions_via_a&e_-_type_1,emergency_admissions_via_a&e_-_type_2,emergency_admissions_via_a&e_-_other_a&e_department,other_emergency_admissions,month,year,number_of_a&e_attendances_type_1,number_of_a&e_attendances_type_2,number_of_a&e_attendances_other_a&e_department,number_of_attendances_over_4hrs_type_1,number_of_attendances_over_4hrs_type_2,number_of_attendances_over_4hrs_other_a&e_department,total_a&e_attendances
MSitAE-FEBRUARY-2021,RTP,NHS ENGLAND SOUTH EAST ,SURREY AND SUSSEX HEALTHCARE NHS TRUST,6447.0,0.0,412.0,101.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,2153.0,0.0,0.0,358.0,February,2021,,,,,,,6859.0
MSitAE-FEBRUARY-2021,NNJ12,NHS ENGLAND MIDLANDS ,MARKET HARBOROUGH,0.0,0.0,14.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,February,2021,,,,,,,14.0
MSitAE-FEBRUARY-2021,RAS,NHS ENGLAND LONDON,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,3864.0,0.0,3207.0,0.0,0.0,405.0,1432.0,0.0,36.0,0.0,0.0,2.0,569.0,4.0,1542.0,0.0,0.0,357.0,February,2021,,,,,,,7071.0
MSitAE-FEBRUARY-2021,NNJ14,NHS ENGLAND MIDLANDS ,OADBY,0.0,0.0,14.0,0.0,0.0,726.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,February,2021,,,,,,,14.0
MSitAE-FEBRUARY-2021,RD8,NHS ENGLAND EAST OF ENGLAND ,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,4685.0,0.0,2333.0,571.0,0.0,56.0,959.0,0.0,0.0,55.0,0.0,0.0,135.0,0.0,1330.0,0.0,0.0,443.0,February,2021,,,,,,,7018.0
MSitAE-FEBRUARY-2021,RXN,NHS ENGLAND NORTH WEST ,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,3965.0,0.0,5907.0,0.0,0.0,0.0,1679.0,0.0,143.0,0.0,0.0,0.0,1072.0,7.0,1926.0,0.0,389.0,961.0,February,2021,,,,,,,9872.0
MSitAE-FEBRUARY-2021,RAN,NHS ENGLAND LONDON,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,February,2021,,,,,,,0.0
MSitAE-FEBRUARY-2021,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0.0,0.0,1118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,February,2021,,,,,,,1118.0
MSitAE-FEBRUARY-2021,RR7,NHS ENGLAND NORTH EAST AND YORKSHIRE ,GATESHEAD HEALTH NHS FOUNDATION TRUST,3744.0,0.0,1361.0,49.0,0.0,70.0,493.0,0.0,6.0,0.0,0.0,1.0,155.0,0.0,1527.0,0.0,0.0,210.0,February,2021,,,,,,,5105.0
MSitAE-FEBRUARY-2021,RXK,NHS ENGLAND MIDLANDS ,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,9198.0,805.0,1304.0,248.0,0.0,0.0,2515.0,81.0,4.0,22.0,0.0,0.0,492.0,2.0,2530.0,0.0,0.0,407.0,February,2021,,,,,,,11307.0
MSitAE-FEBRUARY-2021,RL4,NHS ENGLAND MIDLANDS ,THE ROYAL WOLVERHAMPTON NHS TRUST,8711.0,0.0,1511.0,246.0,0.0,303.0,1712.0,0.0,15.0,9.0,0.0,1.0,311.0,1.0,2666.0,0.0,0.0,690.0,February,2021,,,,,,,10222.0
MSitAE-FEBRUARY-2021,RTX,NHS ENGLAND NORTH WEST ,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,5289.0,0.0,1062.0,0.0,0.0,0.0,866.0,0.0,19.0,0.0,0.0,0.0,144.0,0.0,1688.0,0.0,18.0,777.0,February,2021,,,,,,,6351.0
MSitAE-FEBRUARY-2021,G82071,NHS ENGLAND SOUTH EAST ,WHITSTABLE MEDICAL PRACTICE,0.0,0.0,1727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,February,2021,,,,,,,1727.0
MSitAE-FEBRUARY-2021,RTE,NHS ENGLAND SOUTH WEST ,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,6591.0,0.0,1298.0,474.0,0.0,158.0,2104.0,0.0,16.0,73.0,0.0,0.0,714.0,22.0,3282.0,0.0,0.0,623.0,February,2021,,,,,,,7889.0
MSitAE-FEBRUARY-2021,RGP,NHS ENGLAND EAST OF ENGLAND ,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,4088.0,0.0,16.0,43.0,0.0,2.0,951.0,0.0,5.0,4.0,0.0,1.0,261.0,6.0,1216.0,0.0,0.0,314.0,February,2021,,,,,,,4104.0
MSitAE-FEBRUARY-2021,RNQ,NHS ENGLAND MIDLANDS ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,5494.0,0.0,0.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.0,0.0,1734.0,0.0,0.0,308.0,February,2021,,,,,,,5494.0
MSitAE-FEBRUARY-2021,RXP,NHS ENGLAND NORTH EAST AND YORKSHIRE ,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,9180.0,0.0,1602.0,0.0,0.0,1226.0,2341.0,0.0,0.0,0.0,0.0,0.0,846.0,0.0,3997.0,0.0,0.0,688.0,February,2021,,,,,,,10782.0
MSitAE-FEBRUARY-2021,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,5981.0,0.0,0.0,174.0,0.0,0.0,1796.0,0.0,0.0,0.0,0.0,0.0,551.0,33.0,1646.0,0.0,0.0,690.0,February,2021,,,,,,,5981.0
MSitAE-FEBRUARY-2021,RMC,NHS ENGLAND NORTH WEST ,BOLTON NHS FOUNDATION TRUST,6829.0,0.0,538.0,0.0,0.0,0.0,1770.0,0.0,48.0,0.0,0.0,0.0,342.0,20.0,2241.0,0.0,22.0,605.0,February,2021,,,,,,,7367.0
MSitAE-FEBRUARY-2021,RTR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,6412.0,0.0,2269.0,0.0,0.0,169.0,1434.0,0.0,1.0,0.0,0.0,0.0,672.0,0.0,1697.0,0.0,53.0,1601.0,February,2021,,,,,,,8681.0
MSitAE-FEBRUARY-2021,RJC,NHS ENGLAND MIDLANDS ,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,3959.0,0.0,0.0,88.0,0.0,0.0,478.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,1453.0,0.0,0.0,570.0,February,2021,,,,,,,3959.0
MSitAE-FEBRUARY-2021,RJZ,NHS ENGLAND LONDON,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,9468.0,0.0,4714.0,422.0,0.0,1136.0,3216.0,0.0,341.0,117.0,0.0,34.0,1501.0,74.0,3368.0,0.0,0.0,438.0,February,2021,,,,,,,14182.0
MSitAE-FEBRUARY-2021,RP6,NHS ENGLAND LONDON,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,0.0,2834.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,43.0,February,2021,,,,,,,2834.0
MSitAE-FEBRUARY-2021,RWJ,NHS ENGLAND NORTH WEST ,STOCKPORT NHS FOUNDATION TRUST,6172.0,0.0,0.0,292.0,0.0,0.0,1584.0,0.0,0.0,32.0,0.0,0.0,567.0,0.0,2195.0,0.0,0.0,603.0,February,2021,,,,,,,6172.0
MSitAE-FEBRUARY-2021,RN5,NHS ENGLAND SOUTH EAST ,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,6813.0,0.0,168.0,201.0,0.0,154.0,741.0,0.0,0.0,1.0,0.0,0.0,490.0,0.0,2971.0,0.0,0.0,916.0,February,2021,,,,,,,6981.0
MSitAE-FEBRUARY-2021,RA2,NHS ENGLAND SOUTH EAST ,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,3865.0,0.0,0.0,301.0,0.0,0.0,311.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1925.0,0.0,0.0,298.0,February,2021,,,,,,,3865.0
MSitAE-FEBRUARY-2021,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",4296.0,0.0,0.0,0.0,0.0,0.0,710.0,0.0,0.0,0.0,0.0,0.0,176.0,2.0,1971.0,0.0,0.0,418.0,February,2021,,,,,,,4296.0
MSitAE-FEBRUARY-2021,Y02428,NHS ENGLAND EAST OF ENGLAND ,PUTNOE MEDICAL CENTRE WALK IN CENTRE,0.0,0.0,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,February,2021,,,,,,,333.0
MSitAE-FEBRUARY-2021,RHM,NHS ENGLAND SOUTH EAST ,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,6638.0,873.0,0.0,237.0,0.0,0.0,773.0,33.0,0.0,8.0,0.0,0.0,45.0,0.0,2801.0,10.0,0.0,1188.0,February,2021,,,,,,,7511.0
MSitAE-FEBRUARY-2021,RBD,NHS ENGLAND SOUTH WEST ,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,2912.0,0.0,2392.0,0.0,0.0,14.0,607.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,1179.0,0.0,0.0,344.0,February,2021,,,,,,,5304.0
MSitAE-FEBRUARY-2021,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,3833.0,278.0,0.0,0.0,0.0,0.0,617.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1119.0,0.0,0.0,385.0,February,2021,,,,,,,4111.0
MSitAE-FEBRUARY-2021,RJ7,NHS ENGLAND LONDON,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7337.0,0.0,0.0,327.0,0.0,238.0,622.0,0.0,0.0,2.0,0.0,0.0,149.0,0.0,2240.0,0.0,0.0,672.0,February,2021,,,,,,,7337.0
MSitAE-FEBRUARY-2021,RXR,NHS ENGLAND NORTH WEST ,EAST LANCASHIRE HOSPITALS NHS TRUST,7847.0,0.0,3275.0,0.0,0.0,0.0,1862.0,0.0,110.0,0.0,0.0,0.0,495.0,2.0,3600.0,0.0,13.0,676.0,February,2021,,,,,,,11122.0
MSitAE-FEBRUARY-2021,RWA,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,7782.0,0.0,0.0,0.0,0.0,0.0,1931.0,0.0,0.0,0.0,0.0,0.0,401.0,1.0,2140.0,0.0,0.0,1033.0,February,2021,,,,,,,7782.0
MSitAE-FEBRUARY-2021,RNZ,NHS ENGLAND SOUTH WEST ,SALISBURY NHS FOUNDATION TRUST,2595.0,191.0,627.0,231.0,0.0,0.0,419.0,0.0,0.0,23.0,0.0,0.0,103.0,0.0,1030.0,0.0,0.0,551.0,February,2021,,,,,,,3413.0
MSitAE-FEBRUARY-2021,NDA57,NHS ENGLAND SOUTH EAST ,HASLEMERE MINOR INJURIES UNIT,0.0,0.0,339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,February,2021,,,,,,,339.0
MSitAE-FEBRUARY-2021,RJL,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,9235.0,0.0,204.0,0.0,0.0,0.0,2523.0,0.0,0.0,0.0,0.0,0.0,648.0,6.0,2700.0,0.0,0.0,316.0,February,2021,,,,,,,9439.0
MSitAE-FEBRUARY-2021,ARN03,NHS ENGLAND NORTH EAST AND YORKSHIRE ,LOCAL CARE DIRECT,0.0,0.0,618.0,0.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,February,2021,,,,,,,618.0
MSitAE-FEBRUARY-2021,RLT,NHS ENGLAND MIDLANDS ,GEORGE ELIOT HOSPITAL NHS TRUST,4000.0,0.0,740.0,0.0,0.0,0.0,515.0,0.0,1.0,0.0,0.0,0.0,215.0,0.0,1104.0,0.0,0.0,183.0,February,2021,,,,,,,4740.0
MSitAE-FEBRUARY-2021,AC008,NHS ENGLAND NORTH WEST ,ROSSENDALE MINOR INJURIES UNIT,0.0,0.0,579.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,February,2021,,,,,,,579.0
MSitAE-FEBRUARY-2021,RWD,NHS ENGLAND MIDLANDS ,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,6795.0,0.0,5564.0,0.0,0.0,0.0,3207.0,0.0,150.0,0.0,0.0,0.0,1195.0,8.0,2768.0,0.0,0.0,911.0,February,2021,,,,,,,12359.0
MSitAE-FEBRUARY-2021,R0D,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,8175.0,858.0,973.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472.0,0.0,3366.0,3.0,0.0,1556.0,February,2021,,,,,,,10006.0
MSitAE-FEBRUARY-2021,RQ3,NHS ENGLAND MIDLANDS ,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,3316.0,0.0,0.0,0.0,0.0,0.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.0,0.0,0.0,147.0,February,2021,,,,,,,3316.0
MSitAE-FEBRUARY-2021,RCU,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,2330.0,0.0,113.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.0,0.0,0.0,216.0,February,2021,,,,,,,2443.0
MSitAE-FEBRUARY-2021,RD1,NHS ENGLAND SOUTH WEST ,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,4288.0,0.0,308.0,278.0,0.0,307.0,1150.0,0.0,3.0,8.0,0.0,1.0,478.0,0.0,2035.0,0.0,7.0,887.0,February,2021,,,,,,,4596.0
MSitAE-FEBRUARY-2021,RY5,NHS ENGLAND MIDLANDS ,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,0.0,0.0,3529.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,February,2021,,,,,,,3529.0
MSitAE-FEBRUARY-2021,RJR,NHS ENGLAND NORTH WEST ,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,4183.0,0.0,412.0,152.0,0.0,9.0,378.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,1392.0,0.0,0.0,515.0,February,2021,,,,,,,4595.0
MSitAE-FEBRUARY-2021,RTF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,6145.0,0.0,5436.0,0.0,0.0,0.0,469.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,3999.0,0.0,36.0,748.0,February,2021,,,,,,,11581.0
MSitAE-FEBRUARY-2021,RXF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,MID YORKSHIRE HOSPITALS NHS TRUST,12121.0,0.0,2258.0,112.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,1805.0,0.0,3043.0,0.0,80.0,444.0,February,2021,,,,,,,14379.0
MSitAE-FEBRUARY-2021,R1D,NHS ENGLAND MIDLANDS ,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,0.0,0.0,1311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,February,2021,,,,,,,1311.0
MSitAE-FEBRUARY-2021,Y03571,NHS ENGLAND MIDLANDS ,CORBY URGENT CARE CENTRE,0.0,0.0,3489.0,0.0,0.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,February,2021,,,,,,,3489.0
MSitAE-FEBRUARY-2021,RYG,NHS ENGLAND MIDLANDS ,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,61.0,February,2021,,,,,,,0.0
MSitAE-FEBRUARY-2021,RWH,NHS ENGLAND EAST OF ENGLAND ,EAST AND NORTH HERTFORDSHIRE NHS TRUST,6264.0,0.0,2780.0,0.0,0.0,28.0,1924.0,0.0,1.0,0.0,0.0,0.0,209.0,0.0,2363.0,0.0,0.0,389.0,February,2021,,,,,,,9044.0
MSitAE-FEBRUARY-2021,RC9,NHS ENGLAND EAST OF ENGLAND ,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,10490.0,0.0,2835.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,3635.0,0.0,0.0,1092.0,February,2021,,,,,,,13325.0
MSitAE-FEBRUARY-2021,REP,NHS ENGLAND NORTH WEST ,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,0.0,919.0,0.0,0.0,92.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,29.0,February,2021,,,,,,,919.0
MSitAE-FEBRUARY-2021,RAJ,NHS ENGLAND EAST OF ENGLAND ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,19138.0,0.0,1504.0,0.0,0.0,0.0,1907.0,0.0,26.0,0.0,0.0,0.0,272.0,0.0,7269.0,0.0,325.0,1180.0,February,2021,,,,,,,20642.0
MSitAE-FEBRUARY-2021,RNN,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,5014.0,0.0,631.0,171.0,0.0,0.0,1000.0,0.0,1.0,9.0,0.0,0.0,215.0,0.0,1798.0,0.0,0.0,579.0,February,2021,,,,,,,5645.0
MSitAE-FEBRUARY-2021,RA7,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,9249.0,1454.0,0.0,0.0,0.0,0.0,2836.0,27.0,0.0,0.0,0.0,0.0,1082.0,195.0,3263.0,5.0,0.0,580.0,February,2021,,,,,,,10703.0
MSitAE-FEBRUARY-2021,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,6475.0,0.0,0.0,8.0,0.0,426.0,1312.0,0.0,0.0,0.0,0.0,0.0,201.0,6.0,1626.0,0.0,0.0,382.0,February,2021,,,,,,,6475.0
MSitAE-FEBRUARY-2021,REM,NHS ENGLAND NORTH WEST ,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12956.0,228.0,3380.0,834.0,0.0,5.0,2965.0,0.0,0.0,114.0,0.0,0.0,641.0,0.0,4812.0,0.0,0.0,1561.0,February,2021,,,,,,,16564.0
MSitAE-FEBRUARY-2021,RVJ,NHS ENGLAND SOUTH WEST ,NORTH BRISTOL NHS TRUST,5134.0,0.0,0.0,542.0,0.0,0.0,1461.0,0.0,0.0,53.0,0.0,0.0,554.0,7.0,2722.0,0.0,0.0,1430.0,February,2021,,,,,,,5134.0
MSitAE-FEBRUARY-2021,RH8,NHS ENGLAND SOUTH WEST ,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,4585.0,0.0,1048.0,502.0,0.0,40.0,1154.0,0.0,0.0,82.0,0.0,0.0,175.0,1.0,1737.0,0.0,1.0,1381.0,February,2021,,,,,,,5633.0
MSitAE-FEBRUARY-2021,RDR,NHS ENGLAND SOUTH EAST ,SUSSEX COMMUNITY NHS FOUNDATION TRUST,0.0,0.0,5194.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,February,2021,,,,,,,5194.0
MSitAE-FEBRUARY-2021,RR8,NHS ENGLAND NORTH EAST AND YORKSHIRE ,LEEDS TEACHING HOSPITALS NHS TRUST,13204.0,0.0,3235.0,162.0,0.0,2.0,4258.0,0.0,0.0,33.0,0.0,0.0,1438.0,0.0,3751.0,0.0,0.0,804.0,February,2021,,,,,,,16439.0
MSitAE-FEBRUARY-2021,RDE,NHS ENGLAND EAST OF ENGLAND ,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,8855.0,0.0,3111.0,466.0,0.0,98.0,1556.0,0.0,10.0,0.0,0.0,0.0,215.0,0.0,4138.0,0.0,151.0,1213.0,February,2021,,,,,,,11966.0
MSitAE-FEBRUARY-2021,RJ1,NHS ENGLAND LONDON,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,7007.0,495.0,1693.0,0.0,0.0,0.0,732.0,0.0,0.0,0.0,0.0,0.0,64.0,17.0,2692.0,0.0,0.0,828.0,February,2021,,,,,,,9195.0
MSitAE-FEBRUARY-2021,RJ6,NHS ENGLAND LONDON,CROYDON HEALTH SERVICES NHS TRUST,7546.0,0.0,3391.0,326.0,0.0,0.0,1603.0,0.0,0.0,34.0,0.0,0.0,535.0,8.0,1253.0,0.0,0.0,250.0,February,2021,,,,,,,10937.0
MSitAE-FEBRUARY-2021,RK5,NHS ENGLAND MIDLANDS ,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,6478.0,0.0,2446.0,44.0,0.0,18.0,668.0,0.0,29.0,3.0,0.0,0.0,105.0,2.0,2855.0,0.0,9.0,335.0,February,2021,,,,,,,8924.0
MSitAE-FEBRUARY-2021,RKE,NHS ENGLAND LONDON,WHITTINGTON HEALTH NHS TRUST,6304.0,0.0,0.0,0.0,0.0,0.0,826.0,0.0,0.0,0.0,0.0,0.0,162.0,3.0,1281.0,0.0,0.0,56.0,February,2021,,,,,,,6304.0
MSitAE-FEBRUARY-2021,RRK,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,21769.0,0.0,679.0,0.0,0.0,0.0,6948.0,0.0,0.0,0.0,0.0,0.0,2561.0,6.0,8690.0,0.0,0.0,2836.0,February,2021,,,,,,,22448.0
MSitAE-FEBRUARY-2021,RJE,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,9973.0,349.0,4568.0,482.0,0.0,0.0,3247.0,0.0,4.0,81.0,0.0,0.0,649.0,1.0,4712.0,0.0,0.0,1698.0,February,2021,,,,,,,14890.0
MSitAE-FEBRUARY-2021,RP5,NHS ENGLAND NORTH EAST AND YORKSHIRE ,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,8958.0,0.0,2067.0,0.0,0.0,0.0,2168.0,0.0,0.0,0.0,0.0,0.0,580.0,0.0,2664.0,0.0,311.0,700.0,February,2021,,,,,,,11025.0
MSitAE-FEBRUARY-2021,RYR,NHS ENGLAND SOUTH EAST ,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,6109.0,0.0,1232.0,1389.0,0.0,217.0,785.0,0.0,3.0,116.0,0.0,0.0,177.0,4.0,3268.0,0.0,0.0,928.0,February,2021,,,,,,,7341.0
MSitAE-FEBRUARY-2021,NLX,NHS ENGLAND SOUTH WEST ,SIRONA CARE & HEALTH,0.0,0.0,4583.0,0.0,0.0,210.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,February,2021,,,,,,,4583.0
MSitAE-FEBRUARY-2021,R1H,NHS ENGLAND LONDON,BARTS HEALTH NHS TRUST,15882.0,782.0,8823.0,0.0,0.0,0.0,4049.0,13.0,47.0,0.0,0.0,0.0,1930.0,11.0,5831.0,0.0,0.0,1394.0,February,2021,,,,,,,25487.0
MSitAE-FEBRUARY-2021,RBV,NHS ENGLAND NORTH WEST ,THE CHRISTIE NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,February,2021,,,,,,,0.0
MSitAE-FEBRUARY-2021,RHQ,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,7709.0,495.0,3160.0,580.0,1.0,647.0,2088.0,0.0,5.0,0.0,0.0,0.0,538.0,0.0,2534.0,0.0,0.0,2273.0,February,2021,,,,,,,11364.0
MSitAE-FEBRUARY-2021,RY2,NHS ENGLAND NORTH WEST ,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,0.0,0.0,2424.0,0.0,0.0,120.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,February,2021,,,,,,,2424.0
MSitAE-FEBRUARY-2021,RBN,NHS ENGLAND NORTH WEST ,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,7549.0,0.0,3063.0,234.0,0.0,0.0,1920.0,0.0,1.0,16.0,0.0,0.0,334.0,0.0,3779.0,0.0,0.0,258.0,February,2021,,,,,,,10612.0
MSitAE-FEBRUARY-2021,RRF,NHS ENGLAND NORTH WEST ,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",6394.0,0.0,2086.0,0.0,0.0,0.0,689.0,0.0,1.0,0.0,0.0,0.0,213.0,6.0,2713.0,0.0,0.0,149.0,February,2021,,,,,,,8480.0
MSitAE-FEBRUARY-2021,RNA,NHS ENGLAND MIDLANDS ,THE DUDLEY GROUP NHS FOUNDATION TRUST,5972.0,0.0,3838.0,215.0,0.0,1066.0,1508.0,0.0,17.0,18.0,0.0,0.0,1453.0,8.0,2084.0,0.0,0.0,834.0,February,2021,,,,,,,9810.0
MSitAE-FEBRUARY-2021,RCB,NHS ENGLAND NORTH EAST AND YORKSHIRE ,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,7668.0,337.0,2673.0,0.0,0.0,164.0,2237.0,0.0,4.0,0.0,0.0,0.0,706.0,43.0,3229.0,0.0,0.0,1036.0,February,2021,,,,,,,10678.0
MSitAE-FEBRUARY-2021,RMP,NHS ENGLAND NORTH WEST ,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,6164.0,0.0,1066.0,0.0,0.0,0.0,1251.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,1757.0,0.0,0.0,243.0,February,2021,,,,,,,7230.0
