period,org_code,parent_org,org_name,a&e_attendances_type_1,a&e_attendances_type_2,a&e_attendances_other_a&e_department,a&e_attendances_booked_appointments_type_1,a&e_attendances_booked_appointments_type_2,a&e_attendances_booked_appointments_other_department,attendances_over_4hrs_type_1,attendances_over_4hrs_type_2,attendances_over_4hrs_other_department,attendances_over_4hrs_booked_appointments_type_1,attendances_over_4hrs_booked_appointments_type_2,attendances_over_4hrs_booked_appointments_other_department,patients_who_have_waited_4-12_hs_from_dta_to_admission,patients_who_have_waited_12+_hrs_from_dta_to_admission,emergency_admissions_via_a&e_-_type_1,emergency_admissions_via_a&e_-_type_2,emergency_admissions_via_a&e_-_other_a&e_department,other_emergency_admissions,month,percentage_seen_within_4_hours
MSitAE-DECEMBER-2024,RNA,NHS ENGLAND MIDLANDS ,THE DUDLEY GROUP NHS FOUNDATION TRUST,9333,0,5271,0,0,750,2747,0,617,0,0,0,1961,93,3724,0,0,2204,December,70.56680595735561
MSitAE-DECEMBER-2024,RNQ,NHS ENGLAND MIDLANDS ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,10450,0,9823,355,0,0,4357,0,430,0,0,0,1454,0,1909,0,0,204,December,58.30622009569378
MSitAE-DECEMBER-2024,RR8,NHS ENGLAND NORTH EAST AND YORKSHIRE ,LEEDS TEACHING HOSPITALS NHS TRUST,17787,599,12377,59,0,110,8073,0,206,20,0,0,1622,678,3943,0,0,1177,December,54.61291954798448
MSitAE-DECEMBER-2024,RTX,NHS ENGLAND NORTH WEST ,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,9034,0,3216,149,0,738,3256,0,86,27,0,66,670,550,3269,0,26,1038,December,63.95837945539075
MSitAE-DECEMBER-2024,RWE,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,22293,1856,0,0,0,0,9688,161,0,0,0,0,1588,953,6629,0,0,3412,December,56.542412416453594
MSitAE-DECEMBER-2024,RWF,NHS ENGLAND SOUTH EAST ,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,19326,0,2212,0,0,0,4476,0,31,0,0,0,938,171,5225,0,0,981,December,76.83949084135362
MSitAE-DECEMBER-2024,RWW,NHS ENGLAND NORTH WEST ,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,6888,0,2896,271,0,160,3615,0,47,106,0,3,772,687,1878,0,0,129,December,47.51742160278746
MSitAE-DECEMBER-2024,RX1,NHS ENGLAND MIDLANDS ,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,16345,1613,280,0,0,0,9494,151,8,0,0,0,309,578,4640,0,0,4354,December,41.91495870296727
MSitAE-DECEMBER-2024,RXF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,MID YORKSHIRE TEACHING NHS TRUST,16641,118,5877,124,0,106,7307,0,550,1,0,4,2316,923,3506,0,155,749,December,56.09037918394327
MSitAE-DECEMBER-2024,RXN,NHS ENGLAND NORTH WEST ,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,12019,0,3663,254,0,62,4565,0,116,43,0,0,1040,454,3218,0,79,1262,December,62.018470754638486
MSitAE-DECEMBER-2024,RYR,NHS ENGLAND SOUTH EAST ,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,23249,1245,4343,1654,0,993,10412,26,466,572,0,34,600,800,8404,21,41,1439,December,55.2152780764764
MSitAE-DECEMBER-2024,NTPAD,NHS ENGLAND SOUTH EAST ,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,0,0,5427,0,0,272,0,0,288,0,0,1,0,0,0,0,0,0,December,0.0
MSitAE-DECEMBER-2024,R1D,NHS ENGLAND MIDLANDS ,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,0,0,2692,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,December,0.0
MSitAE-DECEMBER-2024,R1F,NHS ENGLAND SOUTH EAST ,ISLE OF WIGHT NHS TRUST,4774,268,1468,18,0,26,1766,0,0,5,0,0,253,91,1152,0,0,198,December,63.007959782153335
MSitAE-DECEMBER-2024,RAE,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,10047,921,3212,0,0,0,2711,0,0,0,0,0,766,120,2692,0,47,1493,December,73.0168209415746
MSitAE-DECEMBER-2024,RAJ,NHS ENGLAND EAST OF ENGLAND ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,31192,0,5305,28,0,9,12755,0,283,6,0,2,3044,256,8935,0,195,1343,December,59.108104642215956
MSitAE-DECEMBER-2024,RAL,NHS ENGLAND LONDON,ROYAL FREE LONDON NHS FOUNDATION TRUST,17780,0,9195,0,0,0,5720,0,202,0,0,0,1067,934,3785,0,0,525,December,67.82902137232846
MSitAE-DECEMBER-2024,RCU,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,4994,0,644,354,0,39,601,0,8,38,0,1,26,0,1196,0,0,90,December,87.96555867040449
MSitAE-DECEMBER-2024,RD8,NHS ENGLAND EAST OF ENGLAND ,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,8531,0,5846,618,0,150,4004,0,538,299,0,0,916,0,2287,0,0,504,December,53.06529129058727
MSitAE-DECEMBER-2024,REM,NHS ENGLAND NORTH WEST ,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,15507,1484,7881,430,0,0,7663,33,285,81,0,0,2090,1167,4670,0,0,2159,December,50.583607403108275
MSitAE-DECEMBER-2024,REP,NHS ENGLAND NORTH WEST ,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,0,1416,0,0,137,0,0,168,0,0,0,0,0,0,0,91,0,12,December,0.0
MSitAE-DECEMBER-2024,RHM,NHS ENGLAND SOUTH EAST ,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,12323,1095,0,335,0,0,5590,82,0,150,0,0,355,9,4090,12,0,1619,December,54.63766939868538
MSitAE-DECEMBER-2024,RHQ,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,9084,1009,7489,414,1,1392,5322,1,492,217,0,16,1469,14,3863,0,0,3066,December,41.41347424042272
MSitAE-DECEMBER-2024,RJ7,NHS ENGLAND LONDON,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,9025,0,3075,590,0,0,2419,0,0,161,0,0,622,747,2760,0,0,783,December,73.19667590027701
MSitAE-DECEMBER-2024,RJE,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,13450,452,8321,940,0,696,8022,0,352,502,0,27,964,1235,5401,0,0,3111,December,40.35687732342008
MSitAE-DECEMBER-2024,RN3,NHS ENGLAND SOUTH WEST ,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,5708,0,5359,0,0,0,2406,0,393,0,0,0,549,292,2412,0,0,1394,December,57.84863349684654
MSitAE-DECEMBER-2024,RN5,NHS ENGLAND SOUTH EAST ,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,11092,37,2612,0,0,114,5667,0,88,0,0,0,366,115,4227,5,27,1191,December,48.909123692751535
MSitAE-DECEMBER-2024,RN7,NHS ENGLAND SOUTH EAST ,DARTFORD AND GRAVESHAM NHS TRUST,12287,0,4001,0,0,0,4429,0,63,0,0,0,589,304,3461,0,0,441,December,63.95377227964515
MSitAE-DECEMBER-2024,RP6,NHS ENGLAND LONDON,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,0,5063,0,0,0,0,0,81,0,0,0,0,0,0,0,2,0,204,December,0.0
MSitAE-DECEMBER-2024,RPA,NHS ENGLAND SOUTH EAST ,MEDWAY NHS FOUNDATION TRUST,8605,0,6738,287,0,1200,3619,0,705,87,0,0,341,771,1896,0,0,473,December,57.943056362579895
MSitAE-DECEMBER-2024,RQ3,NHS ENGLAND MIDLANDS ,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,5924,0,0,0,0,0,2003,0,0,0,0,0,1,44,996,0,0,133,December,66.1883862255233
MSitAE-DECEMBER-2024,RRK,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,35503,318,1395,0,0,285,15632,0,19,0,0,8,2940,1894,10608,0,0,6740,December,55.969918035095624
MSitAE-DECEMBER-2024,RTG,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,19558,0,10236,2143,0,23,9741,0,4,523,0,0,1043,1279,3989,0,2,1956,December,50.1942938950813
MSitAE-DECEMBER-2024,RTH,NHS ENGLAND SOUTH EAST ,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12478,1562,2477,1746,0,145,5477,0,15,644,0,1,977,0,4684,116,14,4281,December,56.10674787626222
MSitAE-DECEMBER-2024,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,10917,0,0,0,0,0,4022,0,0,0,0,0,558,336,2838,0,0,552,December,63.158376843455166
MSitAE-DECEMBER-2024,RVJ,NHS ENGLAND SOUTH WEST ,NORTH BRISTOL NHS TRUST,8633,0,0,29,0,0,3596,0,0,12,0,0,564,352,2999,0,0,2089,December,58.3458820803892
MSitAE-DECEMBER-2024,RVV,NHS ENGLAND SOUTH EAST ,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,14042,0,12628,0,0,0,6359,0,456,0,0,0,587,1326,3268,0,537,515,December,54.71442814413901
MSitAE-DECEMBER-2024,RVW,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,5315,0,12316,0,0,0,3315,0,44,0,0,0,265,36,1868,0,577,2454,December,37.62935089369709
MSitAE-DECEMBER-2024,RWJ,NHS ENGLAND NORTH WEST ,STOCKPORT NHS FOUNDATION TRUST,7831,0,1051,303,0,77,3273,0,47,107,0,2,720,479,2783,0,76,803,December,58.204571574511554
MSitAE-DECEMBER-2024,RWP,NHS ENGLAND MIDLANDS ,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,13483,0,4876,0,0,0,8592,0,38,0,0,0,1186,525,2916,0,0,821,December,36.27530964918787
MSitAE-DECEMBER-2024,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,8642,0,2048,2195,0,1681,4456,0,89,0,0,0,275,42,3232,0,0,343,December,48.43786160610969
MSitAE-DECEMBER-2024,RXL,NHS ENGLAND NORTH WEST ,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,9075,0,9684,346,0,336,4300,0,110,105,0,0,438,748,2688,0,0,1571,December,52.61707988980716
MSitAE-DECEMBER-2024,RY7,NHS ENGLAND NORTH WEST ,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,0,0,4247,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,December,0.0
MSitAE-DECEMBER-2024,RYG,NHS ENGLAND MIDLANDS ,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,68,December,0.0
MSitAE-DECEMBER-2024,RYJ,NHS ENGLAND LONDON,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,12417,3351,7386,0,0,506,5230,1,641,0,0,0,726,409,3792,0,0,1138,December,57.880325360393016
MSitAE-DECEMBER-2024,AD913,NHS ENGLAND LONDON,BECKENHAM BEACON UCC,0,0,3976,0,0,76,0,0,76,0,0,0,0,0,0,0,0,0,December,0.0
MSitAE-DECEMBER-2024,R1H,NHS ENGLAND LONDON,BARTS HEALTH NHS TRUST,25805,865,18338,0,0,0,11989,43,1333,0,0,0,1156,1199,4669,4,25,1206,December,53.54001162565394
MSitAE-DECEMBER-2024,R1K,NHS ENGLAND LONDON,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,14095,0,15063,0,0,0,8643,0,364,0,0,0,808,615,6234,0,0,163,December,38.680383114579634
MSitAE-DECEMBER-2024,RBN,NHS ENGLAND NORTH WEST ,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,16950,0,7181,538,0,0,6749,0,214,94,0,0,594,426,7586,0,0,600,December,60.18289085545723
MSitAE-DECEMBER-2024,RBV,NHS ENGLAND NORTH WEST ,THE CHRISTIE NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,December,0.0
MSitAE-DECEMBER-2024,RDE,NHS ENGLAND EAST OF ENGLAND ,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,13344,0,15606,990,0,695,7644,0,371,0,0,0,1239,851,6620,0,468,1054,December,42.7158273381295
MSitAE-DECEMBER-2024,RDR,NHS ENGLAND SOUTH EAST ,SUSSEX COMMUNITY NHS FOUNDATION TRUST,0,0,11386,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,December,0.0
MSitAE-DECEMBER-2024,RDU,NHS ENGLAND SOUTH EAST ,FRIMLEY HEALTH NHS FOUNDATION TRUST,23744,760,11284,0,0,0,9813,0,348,0,0,0,1562,328,6492,0,0,112,December,58.67166442048517
MSitAE-DECEMBER-2024,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",14055,2222,14557,0,0,0,6446,184,174,0,0,0,727,951,7952,0,0,411,December,54.13731768054073
MSitAE-DECEMBER-2024,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,9222,0,0,0,0,0,3883,0,0,0,0,0,727,74,2039,0,0,333,December,57.894166124484926
MSitAE-DECEMBER-2024,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,15552,0,4302,340,0,529,7545,0,288,108,0,32,591,710,3779,0,30,1702,December,51.48533950617284
MSitAE-DECEMBER-2024,RGP,NHS ENGLAND EAST OF ENGLAND ,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7082,0,1467,0,0,0,3242,0,0,0,0,0,532,428,1651,0,0,424,December,54.2219711945778
MSitAE-DECEMBER-2024,RGT,NHS ENGLAND EAST OF ENGLAND ,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10649,0,5400,309,0,325,5205,0,84,96,0,4,605,606,2930,0,26,441,December,51.12217109587755
MSitAE-DECEMBER-2024,RH8,NHS ENGLAND SOUTH WEST ,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,12262,0,3964,1334,0,89,5734,0,12,544,0,0,1768,135,4147,0,0,2002,December,53.23764475615723
MSitAE-DECEMBER-2024,RHU,NHS ENGLAND SOUTH EAST ,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,10244,788,2667,1623,0,898,5116,1,111,659,0,15,1513,118,3600,0,0,2420,December,50.05857087075361
MSitAE-DECEMBER-2024,RK5,NHS ENGLAND MIDLANDS ,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,10440,0,5875,397,0,153,5527,0,732,201,0,7,886,294,3797,0,0,251,December,47.059386973180075
MSitAE-DECEMBER-2024,RLT,NHS ENGLAND MIDLANDS ,GEORGE ELIOT HOSPITAL NHS TRUST,7472,0,1626,0,0,0,2886,0,5,0,0,0,507,345,1248,0,0,0,December,61.37580299785868
MSitAE-DECEMBER-2024,RP5,NHS ENGLAND NORTH EAST AND YORKSHIRE ,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,13547,0,4329,0,0,0,5359,0,2,0,0,0,1212,288,4414,0,506,1162,December,60.441426146010194
MSitAE-DECEMBER-2024,RQM,NHS ENGLAND LONDON,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,20077,0,6731,530,0,0,6433,0,239,0,0,0,1078,62,2779,0,0,361,December,67.95836031279575
MSitAE-DECEMBER-2024,RRF,NHS ENGLAND NORTH WEST ,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",7302,0,5612,0,0,0,4001,0,89,0,0,0,1155,508,2083,0,0,807,December,45.20679265954533
MSitAE-DECEMBER-2024,RRV,NHS ENGLAND LONDON,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,12822,0,0,399,0,0,3911,0,0,0,0,0,392,184,1387,0,0,262,December,69.49773826236157
MSitAE-DECEMBER-2024,RTD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,12259,1430,5573,0,0,1004,5013,67,0,0,0,0,639,53,3668,18,0,2877,December,59.10759442042581
MSitAE-DECEMBER-2024,RTE,NHS ENGLAND SOUTH WEST ,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,13604,0,0,189,0,0,5318,0,0,42,0,0,444,536,2700,0,0,2168,December,60.90855630696854
MSitAE-DECEMBER-2024,RWD,NHS ENGLAND MIDLANDS ,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,11294,0,9925,0,0,0,6830,0,1564,0,0,0,1093,1049,4770,0,0,1057,December,39.525411723038786
MSitAE-DECEMBER-2024,RWH,NHS ENGLAND EAST OF ENGLAND ,EAST AND NORTH HERTFORDSHIRE NHS TRUST,9297,0,7603,0,0,0,5480,0,168,0,0,0,681,247,2953,0,20,227,December,41.056254705819086
MSitAE-DECEMBER-2024,RWX,NHS ENGLAND SOUTH EAST ,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,0,0,1133,0,0,0,0,0,11,0,0,0,0,0,0,0,32,0,December,0.0
MSitAE-DECEMBER-2024,RXP,NHS ENGLAND NORTH EAST AND YORKSHIRE ,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,12913,0,4414,0,0,8470,5933,0,0,0,0,0,2346,17,4607,0,0,740,December,54.054054054054056
MSitAE-DECEMBER-2024,Y03218,NHS ENGLAND LONDON,THE PINN UNREGISTERED WIC,0,0,1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,December,0.0
MSitAE-DECEMBER-2024,RAP,NHS ENGLAND LONDON,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,8518,407,7549,75,0,87,4980,1,1019,39,0,10,250,853,1412,0,136,64,December,41.53557173045316
MSitAE-DECEMBER-2024,RAS,NHS ENGLAND LONDON,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,6404,0,6714,0,0,0,3832,0,155,0,0,0,724,43,2017,0,0,76,December,40.162398500936916
MSitAE-DECEMBER-2024,RBL,NHS ENGLAND NORTH WEST ,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,7469,0,3156,0,0,216,4066,0,93,0,0,8,401,794,2141,0,0,1699,December,45.56165484000535
MSitAE-DECEMBER-2024,RBS,NHS ENGLAND NORTH WEST ,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,6181,0,0,0,0,0,1180,0,0,0,0,0,0,0,905,0,0,312,December,80.90923798738068
MSitAE-DECEMBER-2024,RD1,NHS ENGLAND SOUTH WEST ,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,8580,0,0,0,0,0,3891,0,0,0,0,0,798,142,2572,0,8,1699,December,54.65034965034965
MSitAE-DECEMBER-2024,RM1,NHS ENGLAND EAST OF ENGLAND ,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12479,0,8736,0,0,0,4166,0,1,0,0,0,1004,372,2611,0,0,1607,December,66.61591473675776
MSitAE-DECEMBER-2024,RQX,NHS ENGLAND LONDON,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,11152,0,0,12,0,0,2904,0,0,0,0,0,275,30,1732,0,0,344,December,73.95982783357246
MSitAE-DECEMBER-2024,RTF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,10600,0,12302,0,0,0,3335,0,8,0,0,0,145,6,4033,0,28,491,December,68.5377358490566
MSitAE-DECEMBER-2024,RVR,NHS ENGLAND LONDON,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,11728,282,1309,494,0,61,3726,0,117,64,0,2,357,741,2115,1,0,147,December,68.22987721691678
MSitAE-DECEMBER-2024,RR7,NHS ENGLAND NORTH EAST AND YORKSHIRE ,GATESHEAD HEALTH NHS FOUNDATION TRUST,6573,0,3274,26,0,3,3334,0,50,15,0,0,1227,30,1786,0,0,54,December,49.277346721436174
MSitAE-DECEMBER-2024,RYF,NHS ENGLAND SOUTH WEST ,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,0,0,1608,0,0,12,0,0,127,0,0,2,0,0,0,0,0,0,December,0.0
MSitAE-DECEMBER-2024,R0A,NHS ENGLAND NORTH WEST ,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,25547,2767,10609,3433,417,960,12940,68,705,1565,9,121,4259,462,5610,148,126,430,December,49.3482600696755
MSitAE-DECEMBER-2024,RNZ,NHS ENGLAND SOUTH WEST ,SALISBURY NHS FOUNDATION TRUST,4682,309,2121,202,0,0,2262,0,0,98,0,0,401,11,1452,0,0,914,December,51.68731311405382
MSitAE-DECEMBER-2024,RH5,NHS ENGLAND SOUTH WEST ,SOMERSET NHS FOUNDATION TRUST,12984,0,9207,0,0,0,6927,0,242,0,0,0,754,349,3339,0,0,1749,December,46.64972273567468
MSitAE-DECEMBER-2024,RM3,NHS ENGLAND NORTH WEST ,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,25637,0,9548,0,0,0,11892,0,574,0,0,0,1228,1213,7322,0,375,2054,December,53.61391738502945
TOTAL,TOTAL,TOTAL,TOTAL,1407530,43471,807451,32781,570,54131,633815,1547,31873,9567,9,662,100482,54207,411161,1239,4667,135525,December,54.96969869203498
MSitAE-FEBRUARY-2024,8J094,NHS ENGLAND MIDLANDS ,BADGER LTD,0,0,0,0,0,2008,0,0,0,0,0,0,0,0,0,0,0,0,February,0.0
MSitAE-FEBRUARY-2024,L83087,NHS ENGLAND SOUTH WEST ,OKEHAMPTON MEDICAL CENTRE,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,February,0.0
MSitAE-FEBRUARY-2024,NL7,NHS ENGLAND MIDLANDS ,ASSURA VERTIS URGENT CARE CENTRES (BIRMINGHAM),0,0,4343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,February,0.0
MSitAE-FEBRUARY-2024,NQTE4,NHS ENGLAND MIDLANDS ,SUMMERFIELD URGENT CARE CENTRE,0,0,3266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,February,0.0
MSitAE-FEBRUARY-2024,NTV0B,NHS ENGLAND SOUTH EAST ,ASHFORD WALK-IN-CENTRE,0,0,2369,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,February,0.0
MSitAE-FEBRUARY-2024,NTV0W,NHS ENGLAND SOUTH EAST ,WOKING WALK IN CENTRE,0,0,2444,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,February,0.0
MSitAE-FEBRUARY-2024,RAT,NHS ENGLAND LONDON,NORTH EAST LONDON NHS FOUNDATION TRUST,0,0,1194,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,February,0.0
MSitAE-FEBRUARY-2024,RFF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,7968,0,0,397,0,0,3093,0,0,0,0,0,533,0,2824,0,0,522,February,61.18222891566265
MSitAE-FEBRUARY-2024,RJ8,NHS ENGLAND SOUTH WEST ,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,73,February,0.0
MSitAE-FEBRUARY-2024,RW1,NHS ENGLAND SOUTH EAST ,SOUTHERN HEALTH NHS FOUNDATION TRUST,0,0,2810,0,0,0,0,0,52,0,0,0,0,0,0,0,1,136,February,0.0
MSitAE-FEBRUARY-2024,Y02428,NHS ENGLAND EAST OF ENGLAND ,PUTNOE WALK IN CENTRE,0,0,3073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,February,0.0
MSitAE-FEBRUARY-2024,Y02615,NHS ENGLAND MIDLANDS ,SOUTH BIRMINGHAM GP WALK IN CENTRE,0,0,6506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,February,0.0
MSitAE-FEBRUARY-2024,Y03007,NHS ENGLAND MIDLANDS ,ERDINGTON GP HEALTH & WELLBEING WIC,0,0,0,0,0,2007,0,0,0,0,0,0,0,0,0,0,0,0,February,0.0
MSitAE-FEBRUARY-2024,Y03218,NHS ENGLAND LONDON,THE PINN UNREGISTERED WIC,0,0,985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,February,0.0
MSitAE-FEBRUARY-2024,ACH01,NHS ENGLAND SOUTH EAST ,WHITSTABLE MEDICAL PRACTICE,0,0,4191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,February,0.0
MSitAE-FEBRUARY-2024,AQN04,NHS ENGLAND SOUTH EAST ,PHL LYMINGTON UTC,0,0,2543,0,0,7,0,0,15,0,0,0,0,0,0,0,0,0,February,0.0
MSitAE-FEBRUARY-2024,C82038,NHS ENGLAND MIDLANDS ,LATHAM HOUSE MEDICAL PRACTICE,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,February,0.0
MSitAE-FEBRUARY-2024,RNU,NHS ENGLAND SOUTH EAST ,OXFORD HEALTH NHS FOUNDATION TRUST,0,0,3370,0,0,0,0,0,299,0,0,0,0,0,0,0,0,0,February,0.0
MSitAE-FEBRUARY-2024,RXQ,NHS ENGLAND SOUTH EAST ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,9367,1201,3246,1,0,0,4023,0,144,1,0,0,339,331,3880,864,0,922,February,57.05135048574784
MSitAE-FEBRUARY-2024,Y02532,NHS ENGLAND NORTH WEST ,MIRIAM MINOR EMERGENCY,0,0,1641,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,February,0.0
MSitAE-FEBRUARY-2024,Y02676,NHS ENGLAND SOUTH EAST ,BRIGHTON STATION HEALTH CENTRE,0,0,1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,February,0.0
MSitAE-FEBRUARY-2024,DT301,NHS ENGLAND EAST OF ENGLAND ,HERTS URGENT CARE (ASCOTS LANE),0,0,2232,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,February,0.0
MSitAE-FEBRUARY-2024,RAN,NHS ENGLAND LONDON,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,February,0.0
MSitAE-FEBRUARY-2024,RDY,NHS ENGLAND SOUTH WEST ,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,February,0.0
MSitAE-FEBRUARY-2024,RXL,NHS ENGLAND NORTH WEST ,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,8190,0,10598,227,0,209,3787,0,63,75,0,0,438,606,2465,0,0,1419,February,53.76068376068376
MSitAE-FEBRUARY-2024,RY8,NHS ENGLAND MIDLANDS ,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,0,0,6090,0,0,1731,0,0,3,0,0,0,0,0,0,0,0,0,February,0.0
