period,org_code,parent_org,org_name,a&e_attendances_type_1,a&e_attendances_type_2,a&e_attendances_other_a&e_department,a&e_attendances_booked_appointments_type_1,a&e_attendances_booked_appointments_type_2,a&e_attendances_booked_appointments_other_department,attendances_over_4hrs_type_1,attendances_over_4hrs_type_2,attendances_over_4hrs_other_department,attendances_over_4hrs_booked_appointments_type_1,attendances_over_4hrs_booked_appointments_type_2,attendances_over_4hrs_booked_appointments_other_department,patients_who_have_waited_4-12_hs_from_dta_to_admission,patients_who_have_waited_12+_hrs_from_dta_to_admission,emergency_admissions_via_a&e_-_type_1,emergency_admissions_via_a&e_-_type_2,emergency_admissions_via_a&e_-_other_a&e_department,other_emergency_admissions,month,year,percentage_seen_within_4_hours,number_of_a&e_attendances_type_1,number_of_a&e_attendances_type_2,number_of_a&e_attendances_other_a&e_department,number_of_attendances_over_4hrs_type_1,number_of_attendances_over_4hrs_type_2,number_of_attendances_over_4hrs_other_a&e_department,log_attendances,total_a&e_attendances
MSitAE-AUGUST-2020,RJC,NHS ENGLAND MIDLANDS ,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,5768.0,0.0,0.0,0.0,0.0,0.0,454.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1556.0,0.0,0.0,407.0,August,2020,92.12898751733704,763860.7469879518,0.0,0.0,155504.36144578314,0.0,0.0,8.660254034256889,5768.0
MSitAE-AUGUST-2020,RTF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,7997.0,0.0,8545.0,0.0,0.0,0.0,322.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,4775.0,0.0,18.0,726.0,August,2020,95.97349005877204,761851.548192771,0.0,0.0,155094.8418674699,0.0,0.0,8.986946789406764,16542.0
MSitAE-AUGUST-2020,AJN,NHS ENGLAND NORTH EAST AND YORKSHIRE ,WORKINGTON HEALTH LIMITED,5478.5,0.0,339.0,0.0,0.0,0.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,August,2020,63.8407036403616,759842.3493975904,0.0,0.0,154685.3222891566,0.0,0.0,0.0,339.0
MSitAE-AUGUST-2020,RCU,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,2960.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,0.0,0.0,183.0,August,2020,97.83783783783784,757833.1506024096,0.0,0.0,154275.80271084336,0.0,0.0,7.993282328101591,2960.0
MSitAE-AUGUST-2020,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,12544.0,0.0,0.0,0.0,0.0,0.0,2479.0,0.0,0.0,0.0,0.0,0.0,123.0,0.0,3880.0,0.0,0.0,1260.0,August,2020,80.2375637755102,755823.9518072288,0.0,0.0,153866.2831325301,0.0,0.0,9.437077458800523,12544.0
MSitAE-AUGUST-2020,Y03218,NHS ENGLAND LONDON,THE PINN UNREGISTERED WIC,11403.333333333334,0.0,2157.0,0.0,0.0,0.0,2277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,August,2020,63.8407036403616,753814.7530120482,0.0,0.0,153456.76355421686,0.0,0.0,0.0,2157.0
MSitAE-AUGUST-2020,NJS05,NHS ENGLAND MIDLANDS ,LOUGHBOROUGH URGENT CARE CENTRE,10262.666666666666,0.0,3586.0,0.0,0.0,567.0,2075.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,August,2020,63.8407036403616,751805.5542168674,0.0,0.0,153047.2439759036,0.0,0.0,0.0,3586.0
MSitAE-AUGUST-2020,RHU,NHS ENGLAND SOUTH EAST ,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,9122.0,504.0,2188.0,0.0,0.0,0.0,1873.0,0.0,0.0,0.0,0.0,0.0,418.0,0.0,3402.0,0.0,24.0,1824.0,August,2020,100.0,749796.3554216868,0.0,0.0,152637.72439759035,0.0,0.0,9.118553976345474,11814.0
MSitAE-AUGUST-2020,RP5,NHS ENGLAND NORTH EAST AND YORKSHIRE ,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,11812.0,0.0,3024.0,0.0,0.0,0.0,1671.0,0.0,0.0,0.0,0.0,0.0,262.0,0.0,3168.0,0.0,230.0,246.0,August,2020,85.85336945479173,747787.156626506,0.0,0.0,152228.2048192771,0.0,0.0,9.37695589894852,14836.0
MSitAE-AUGUST-2020,RY7,NHS ENGLAND NORTH WEST ,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,10689.0,0.0,1821.0,0.0,0.0,0.0,1662.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,August,2020,63.8407036403616,745777.9578313252,0.0,0.0,151818.68524096385,0.0,0.0,0.0,1821.0
MSitAE-AUGUST-2020,RNU,NHS ENGLAND SOUTH EAST ,OXFORD HEALTH NHS FOUNDATION TRUST,9566.0,0.0,2659.0,0.0,0.0,0.0,1654.2,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,August,2020,63.8407036403616,743768.7590361446,0.0,0.0,151409.1656626506,0.0,0.0,0.0,2659.0
MSitAE-AUGUST-2020,NNJ12,NHS ENGLAND MIDLANDS ,MARKET HARBOROUGH,8443.0,0.0,0.0,0.0,0.0,0.0,1645.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,August,2020,63.8407036403616,741759.5602409638,0.0,0.0,150999.64608433735,0.0,0.0,0.0,1345.5
MSitAE-AUGUST-2020,NNJ0H,NHS ENGLAND MIDLANDS ,LLR EA - THE MERLYN VAZ HEALTH & SOCIAL CARE CENTRE,7320.0,0.0,32.0,0.0,0.0,1958.0,1637.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,August,2020,63.8407036403616,739750.361445783,0.0,0.0,150590.1265060241,0.0,0.0,0.0,32.0
MSitAE-AUGUST-2020,RXQ,NHS ENGLAND SOUTH EAST ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,6197.0,1141.0,3070.0,0.0,0.0,0.0,1629.0,0.0,22.0,0.0,0.0,0.0,605.0,0.0,2838.0,736.0,0.0,750.0,August,2020,73.7130869775698,737741.1626506024,0.0,0.0,150180.60692771085,0.0,0.0,8.731981938347694,10408.0
MSitAE-AUGUST-2020,NNJ13,NHS ENGLAND MIDLANDS ,MELTON MOWBRAY,7430.0,0.0,0.0,0.0,0.0,0.0,1403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,August,2020,63.8407036403616,735731.9638554216,0.0,0.0,149771.0873493976,0.0,0.0,0.0,5208.5
MSitAE-AUGUST-2020,NNJ15,NHS ENGLAND MIDLANDS ,OAKHAM,8663.0,0.0,9.0,0.0,0.0,183.0,1177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,August,2020,63.8407036403616,733722.765060241,0.0,0.0,149361.56777108434,0.0,0.0,0.0,9.0
MSitAE-AUGUST-2020,NNJ14,NHS ENGLAND MIDLANDS ,OADBY,9896.0,0.0,14.0,0.0,0.0,561.0,951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,August,2020,63.8407036403616,731713.5662650602,0.0,0.0,148952.0481927711,0.0,0.0,0.0,14.0
MSitAE-AUGUST-2020,R0B,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,11129.0,1046.0,5546.0,0.0,0.0,0.0,725.0,9.0,80.0,0.0,0.0,0.0,34.0,0.0,3955.0,18.0,0.0,1090.0,August,2020,93.4854883637344,729704.3674698794,0.0,0.0,148542.52861445784,0.0,0.0,9.31739944426959,17721.0
MSitAE-AUGUST-2020,NLX,NHS ENGLAND SOUTH WEST ,SIRONA CARE & HEALTH,9028.0,0.0,6858.0,0.0,0.0,259.0,1245.5,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,August,2020,63.8407036403616,727695.1686746988,0.0,0.0,148133.00903614456,0.0,0.0,0.0,6858.0
MSitAE-AUGUST-2020,RD1,NHS ENGLAND SOUTH WEST ,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,6927.0,0.0,474.0,0.0,0.0,296.0,1766.0,0.0,11.0,0.0,0.0,0.0,195.0,0.0,2416.0,0.0,10.0,1123.0,August,2020,74.50555796159954,725685.969879518,0.0,0.0,147723.4894578313,0.0,0.0,8.843326450242271,7401.0
MSitAE-AUGUST-2020,Y03571,NHS ENGLAND MIDLANDS ,CORBY URGENT CARE CENTRE,6342.0,0.0,5115.0,0.0,0.0,427.0,1534.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,August,2020,63.8407036403616,723676.7710843374,0.0,0.0,147313.96987951806,0.0,0.0,0.0,5115.0
MSitAE-AUGUST-2020,REF,NHS ENGLAND SOUTH WEST ,ROYAL CORNWALL HOSPITALS NHS TRUST,5757.0,0.0,9741.0,0.0,0.0,0.0,1303.0,0.0,107.0,0.0,0.0,0.0,208.0,0.0,2040.0,0.0,34.0,935.0,August,2020,77.36668403682474,721667.5722891566,0.0,0.0,146904.4503012048,0.0,0.0,8.65834547117212,15498.0
MSitAE-AUGUST-2020,RTD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,8778.0,1046.0,2988.0,0.0,0.0,448.0,467.0,13.0,0.0,0.0,0.0,0.0,33.0,0.0,3198.0,8.0,4.0,2091.0,August,2020,94.6798815219868,719658.3734939758,0.0,0.0,146494.93072289156,0.0,0.0,9.080117784926207,12812.0
MSitAE-AUGUST-2020,RFS,NHS ENGLAND MIDLANDS ,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,6033.0,0.0,1150.0,0.0,0.0,0.0,840.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,2344.0,0.0,0.0,585.0,August,2020,86.0765788165092,717649.1746987952,0.0,0.0,146085.4111445783,0.0,0.0,8.705165419719007,7183.0
MSitAE-AUGUST-2020,RTR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,8753.0,0.0,3448.0,0.0,0.0,228.0,1340.0,0.0,6.0,0.0,0.0,0.0,519.0,0.0,1992.0,0.0,73.0,1550.0,August,2020,84.69096309836628,715639.9759036144,0.0,0.0,145675.89156626505,0.0,0.0,9.07726601775084,12201.0
MSitAE-AUGUST-2020,R0A,NHS ENGLAND NORTH WEST ,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,18257.0,2348.0,5364.0,0.0,0.0,0.0,3034.0,24.0,19.0,0.0,0.0,0.0,542.0,0.0,5747.0,120.0,87.0,705.0,August,2020,83.38171660185134,713630.7771084337,0.0,0.0,145266.3719879518,0.0,0.0,9.812358619125026,25969.0
MSitAE-AUGUST-2020,RVJ,NHS ENGLAND SOUTH WEST ,NORTH BRISTOL NHS TRUST,7934.0,0.0,0.0,0.0,0.0,0.0,1039.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,3044.0,0.0,0.0,1466.0,August,2020,86.90446180993195,711621.578313253,0.0,0.0,144856.85240963855,0.0,0.0,8.97903863296051,7934.0
MSitAE-AUGUST-2020,RAT,NHS ENGLAND LONDON,NORTH EAST LONDON NHS FOUNDATION TRUST,8730.75,0.0,2283.0,0.0,0.0,0.0,1048.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,August,2020,63.8407036403616,709612.3795180722,0.0,0.0,144447.3328313253,0.0,0.0,0.0,2283.0
MSitAE-AUGUST-2020,AC008,NHS ENGLAND NORTH WEST ,ROSSENDALE MINOR INJURIES UNIT,9527.5,0.0,910.0,0.0,0.0,0.0,1057.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,August,2020,63.8407036403616,707603.1807228916,0.0,0.0,144037.81325301205,0.0,0.0,0.0,910.0
MSitAE-AUGUST-2020,RV9,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HUMBER TEACHING NHS FOUNDATION TRUST,10324.25,0.0,560.0,0.0,0.0,0.0,1066.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,August,2020,63.8407036403616,705593.9819277108,0.0,0.0,143628.2936746988,0.0,0.0,0.0,560.0
MSitAE-AUGUST-2020,RVR,NHS ENGLAND LONDON,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,11121.0,249.0,259.0,13.0,0.0,0.0,1075.0,0.0,0.0,1.0,0.0,0.0,204.0,3.0,2487.0,9.0,0.0,154.0,August,2020,90.333603093247,703584.78313253,0.0,0.0,143218.77409638555,0.0,0.0,9.316680407747508,11629.0
MSitAE-AUGUST-2020,RBT,NHS ENGLAND NORTH WEST ,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,6140.0,0.0,1289.0,0.0,0.0,0.0,990.0,0.0,4.0,0.0,0.0,0.0,77.0,0.0,2473.0,0.0,0.0,547.0,August,2020,83.87622149837134,701575.5843373494,0.0,0.0,142809.2545180723,0.0,0.0,8.722742874329398,7429.0
MSitAE-AUGUST-2020,RXR,NHS ENGLAND NORTH WEST ,EAST LANCASHIRE HOSPITALS NHS TRUST,9843.0,0.0,4608.0,0.0,0.0,0.0,1717.0,0.0,129.0,0.0,0.0,0.0,317.0,3.0,3715.0,0.0,7.0,813.0,August,2020,82.55613126079447,699566.3855421686,0.0,0.0,142399.73493975904,0.0,0.0,9.194617411510947,14451.0
MSitAE-AUGUST-2020,RN5,NHS ENGLAND SOUTH EAST ,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,10124.0,0.0,0.0,0.0,0.0,0.0,1941.0,0.0,0.0,0.0,0.0,0.0,965.0,2.0,3261.0,0.0,0.0,791.0,August,2020,80.82773607269854,697557.186746988,0.0,0.0,141990.2153614458,0.0,0.0,9.22276289197474,10124.0
MSitAE-AUGUST-2020,RRK,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,27625.86000000004,0.0,1375.0,0.0,0.0,0.0,4434.0,0.0,0.0,0.0,0.0,0.0,548.0,2.0,10344.0,0.0,0.0,2984.0,August,2020,85.15070328198259,695547.9879518072,0.0,0.0,141580.69578313254,0.0,0.0,10.304308560150634,29000.86000000004
MSitAE-AUGUST-2020,AD913,NHS ENGLAND LONDON,BECKENHAM BEACON UCC,18623.430000000022,0.0,3218.0,0.0,0.0,288.0,3918.5,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,August,2020,63.8407036403616,693538.7891566264,0.0,0.0,141171.17620481926,0.0,0.0,0.0,3218.0
MSitAE-AUGUST-2020,RWD,NHS ENGLAND MIDLANDS ,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,9621.0,0.0,7099.0,2.0,0.0,11.0,3403.0,0.0,198.0,0.0,0.0,0.0,874.0,0.0,3561.0,0.0,0.0,885.0,August,2020,64.62945639746388,691529.5903614458,0.0,0.0,140761.656626506,0.0,0.0,9.171807422259398,16720.0
MSitAE-AUGUST-2020,RVW,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,3309.0,0.0,9231.0,0.0,0.0,0.0,2113.5,0.0,0.0,0.0,0.0,0.0,23.0,0.0,1281.0,0.0,281.0,1432.0,August,2020,100.0,689520.391566265,0.0,0.0,140352.13704819276,0.0,0.0,8.104703468371108,12540.0
MSitAE-AUGUST-2020,RAE,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,9957.0,0.0,0.0,0.0,0.0,0.0,824.0,0.0,0.0,0.0,0.0,0.0,282.0,0.0,2547.0,0.0,0.0,1112.0,August,2020,91.72441498443308,687511.1927710843,0.0,0.0,139942.6174698795,0.0,0.0,9.206131527202128,9957.0
MSitAE-AUGUST-2020,RBN,NHS ENGLAND NORTH WEST ,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,9524.0,0.0,4239.0,0.0,0.0,0.0,2014.0,0.0,5.0,0.0,0.0,0.0,168.0,0.0,3944.0,0.0,0.0,306.0,August,2020,78.85342293154137,685501.9939759036,0.0,0.0,139533.09789156626,0.0,0.0,9.1616751999949,13763.0
MSitAE-AUGUST-2020,RWE,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,15112.0,1244.0,0.0,0.0,0.0,0.0,3754.0,18.0,0.0,0.0,0.0,0.0,723.0,0.0,4014.0,4.0,0.0,2807.0,August,2020,75.15881418740075,683492.7951807228,0.0,0.0,139123.578313253,0.0,0.0,9.62331057957012,16356.0
MSitAE-AUGUST-2020,RJ6,NHS ENGLAND LONDON,CROYDON HEALTH SERVICES NHS TRUST,9793.0,0.0,4219.0,0.0,0.0,0.0,923.0,0.0,0.0,0.0,0.0,0.0,178.0,22.0,1483.0,0.0,0.0,209.0,August,2020,90.57490043908916,681483.5963855422,0.0,0.0,138714.05873493975,0.0,0.0,9.189525232262262,14012.0
MSitAE-AUGUST-2020,RJ8,NHS ENGLAND SOUTH WEST ,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,10904.0,0.0,0.0,0.0,0.0,0.0,1195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,72.0,August,2020,63.8407036403616,679474.3975903614,0.0,0.0,138304.5391566265,0.0,0.0,0.0,13013.5
MSitAE-AUGUST-2020,RJL,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,12015.0,0.0,0.0,0.0,0.0,0.0,1467.0,0.0,0.0,0.0,0.0,0.0,236.0,0.0,3021.0,0.0,0.0,335.0,August,2020,87.79026217228464,677465.1987951807,0.0,0.0,137895.01957831325,0.0,0.0,9.393994374003915,12015.0
MSitAE-AUGUST-2020,RBS,NHS ENGLAND NORTH WEST ,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,3758.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602.0,0.0,0.0,197.0,August,2020,97.79137839276213,675456.0,0.0,0.0,137485.5,0.0,0.0,8.231908243564177,3758.0
MSitAE-AUGUST-2020,RRF,NHS ENGLAND NORTH WEST ,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",7251.0,0.0,3628.0,0.0,0.0,27.0,716.0,0.0,17.0,0.0,0.0,0.0,133.0,0.0,3012.0,0.0,0.0,161.0,August,2020,90.125499931044,673446.8012048192,0.0,0.0,137075.98042168675,0.0,0.0,8.889032571874742,10879.0
MSitAE-AUGUST-2020,RK5,NHS ENGLAND MIDLANDS ,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,8069.0,0.0,3537.0,0.0,0.0,42.0,494.0,0.0,25.0,0.0,0.0,0.0,35.0,0.0,2870.0,0.0,7.0,327.0,August,2020,93.8778039410088,671437.6024096386,0.0,0.0,136666.4608433735,0.0,0.0,8.995908761263994,11606.0
MSitAE-AUGUST-2020,RA9,NHS ENGLAND SOUTH WEST ,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,5976.0,0.0,2521.0,0.0,0.0,0.0,553.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,2431.0,0.0,0.0,845.0,August,2020,90.74631860776438,669428.4036144578,0.0,0.0,136256.94126506025,0.0,0.0,8.695674048824253,8497.0
MSitAE-AUGUST-2020,ARN03,NHS ENGLAND NORTH EAST AND YORKSHIRE ,LOCAL CARE DIRECT,9455.5,0.0,1445.0,0.0,0.0,94.0,2349.5,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,August,2020,63.8407036403616,667419.204819277,0.0,0.0,135847.421686747,0.0,0.0,0.0,1445.0
MSitAE-AUGUST-2020,RJE,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,12935.0,370.0,6313.0,0.0,0.0,0.0,4146.0,0.0,108.0,0.0,0.0,0.0,525.0,0.0,5034.0,0.0,0.0,1997.0,August,2020,67.94742945496715,665410.0060240964,0.0,0.0,135437.90210843374,0.0,0.0,9.467769401256945,19618.0
MSitAE-AUGUST-2020,Y03051,NHS ENGLAND SOUTH EAST ,HASTINGS MED P & WALKIN,10081.0,0.0,739.0,0.0,0.0,0.0,3156.6666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,August,2020,63.8407036403616,663400.8072289156,0.0,0.0,135028.3825301205,0.0,0.0,0.0,739.0
MSitAE-AUGUST-2020,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,7227.0,0.0,0.0,0.0,0.0,0.0,2167.333333333333,0.0,0.0,0.0,0.0,0.0,218.0,0.0,2609.0,0.0,0.0,366.0,August,2020,100.0,661391.6084337349,0.0,0.0,134618.8629518072,0.0,0.0,8.885717651712119,7227.0
MSitAE-AUGUST-2020,RJ1,NHS ENGLAND LONDON,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,9323.0,561.0,2103.0,0.0,0.0,0.0,1178.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,3029.0,0.0,0.0,699.0,August,2020,87.36458221602489,659382.4096385542,0.0,0.0,134209.34337349396,0.0,0.0,9.140347000155648,11987.0
MSitAE-AUGUST-2020,RA7,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,11902.0,1610.0,0.0,0.0,0.0,0.0,2401.0,19.0,0.0,0.0,0.0,0.0,497.0,68.0,3843.0,4.0,0.0,797.0,August,2020,79.82691984540413,657373.2108433734,0.0,0.0,133799.8237951807,0.0,0.0,9.38454574816788,13512.0
MSitAE-AUGUST-2020,RAJ,NHS ENGLAND EAST OF ENGLAND ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,25822.0,0.0,2268.0,0.0,0.0,0.0,2460.0,0.0,37.0,0.0,0.0,0.0,204.0,1.0,8707.0,0.0,421.0,1371.0,August,2020,90.47323987297654,655364.0120481928,0.0,0.0,133390.30421686746,0.0,0.0,10.15902084665199,28090.0
MSitAE-AUGUST-2020,RAS,NHS ENGLAND LONDON,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,3848.0,0.0,3986.0,0.0,0.0,219.0,824.0,0.0,14.0,0.0,0.0,0.0,317.0,1.0,1261.0,0.0,0.0,363.0,August,2020,78.5862785862786,653354.813253012,0.0,0.0,132980.7846385542,0.0,0.0,8.255568653283746,7834.0
MSitAE-AUGUST-2020,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,4913.0,332.0,11.0,0.0,0.0,0.0,514.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1266.0,0.0,0.0,357.0,August,2020,89.5379605129249,651345.6144578313,0.0,0.0,132571.26506024096,0.0,0.0,8.499843553081124,5256.0
MSitAE-AUGUST-2020,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,9603.0,0.0,2479.0,0.0,0.0,127.0,1268.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,3496.0,0.0,0.0,541.0,August,2020,86.79579298135998,649336.4156626506,0.0,0.0,132161.7454819277,0.0,0.0,9.169934957341145,12082.0
MSitAE-AUGUST-2020,REP,NHS ENGLAND NORTH WEST ,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,12471.0,711.0,0.0,0.0,0.0,0.0,2939.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,19.0,August,2020,63.8407036403616,647327.2168674698,0.0,0.0,131752.22590361445,0.0,0.0,0.0,711.0
MSitAE-AUGUST-2020,RTG,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,15339.0,0.0,7692.0,0.0,0.0,0.0,4610.0,0.0,10.0,0.0,0.0,0.0,236.0,2.0,4478.0,0.0,59.0,1204.0,August,2020,69.94588956255296,645318.0180722892,0.0,0.0,131342.7063253012,0.0,0.0,9.638219074921247,23031.0
MSitAE-AUGUST-2020,RL1,NHS ENGLAND MIDLANDS ,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,11198.5,0.0,0.0,0.0,0.0,0.0,2490.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,August,2020,63.8407036403616,643308.8192771084,0.0,0.0,130933.18674698797,0.0,0.0,0.0,15044.5
MSitAE-AUGUST-2020,RR7,NHS ENGLAND NORTH EAST AND YORKSHIRE ,GATESHEAD HEALTH NHS FOUNDATION TRUST,7058.0,0.0,0.0,0.0,0.0,0.0,371.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,1741.0,0.0,0.0,241.0,August,2020,94.74355341456504,641299.6204819276,0.0,0.0,130523.6671686747,0.0,0.0,8.862058677395472,7058.0
MSitAE-AUGUST-2020,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,11392.0,0.0,1093.0,0.0,0.0,0.0,1599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,August,2020,63.8407036403616,639290.421686747,0.0,0.0,130114.14759036143,0.0,0.0,0.0,1093.0
MSitAE-AUGUST-2020,RR8,NHS ENGLAND NORTH EAST AND YORKSHIRE ,LEEDS TEACHING HOSPITALS NHS TRUST,15726.0,0.0,5252.0,0.0,0.0,0.0,2827.0,0.0,0.0,0.0,0.0,0.0,838.0,0.0,4086.0,0.0,0.0,935.0,August,2020,82.02340073763195,637281.2228915662,0.0,0.0,129704.62801204818,0.0,0.0,9.663134259490723,20978.0
MSitAE-AUGUST-2020,RY9,NHS ENGLAND LONDON,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,13868.0,0.0,3001.0,0.0,0.0,0.0,2589.3333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,August,2020,63.8407036403616,635272.0240963855,0.0,0.0,129295.10843373492,0.0,0.0,0.0,3001.0
MSitAE-AUGUST-2020,RY5,NHS ENGLAND MIDLANDS ,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,12010.0,0.0,6965.0,0.0,0.0,0.0,2351.6666666666665,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,August,2020,63.8407036403616,633262.8253012048,0.0,0.0,128885.58885542168,0.0,0.0,0.0,6965.0
MSitAE-AUGUST-2020,RCB,NHS ENGLAND NORTH EAST AND YORKSHIRE ,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,10152.0,371.0,5124.0,0.0,0.0,495.0,2114.0,0.0,31.0,0.0,0.0,1.0,239.0,0.0,3927.0,3.0,0.0,1149.0,August,2020,79.17651694247438,631253.626506024,0.0,0.0,128476.06927710844,0.0,0.0,9.225524507301223,15647.0
