period,org_code,parent_org,org_name,a&e_attendances_type_1,a&e_attendances_type_2,a&e_attendances_other_a&e_department,a&e_attendances_booked_appointments_type_1,a&e_attendances_booked_appointments_type_2,a&e_attendances_booked_appointments_other_department,attendances_over_4hrs_type_1,attendances_over_4hrs_type_2,attendances_over_4hrs_other_department,attendances_over_4hrs_booked_appointments_type_1,attendances_over_4hrs_booked_appointments_type_2,attendances_over_4hrs_booked_appointments_other_department,patients_who_have_waited_4-12_hs_from_dta_to_admission,patients_who_have_waited_12+_hrs_from_dta_to_admission,emergency_admissions_via_a&e_-_type_1,emergency_admissions_via_a&e_-_type_2,emergency_admissions_via_a&e_-_other_a&e_department,other_emergency_admissions,month,year,percentage_seen_within_4_hours,number_of_a&e_attendances_type_1,number_of_a&e_attendances_type_2,number_of_a&e_attendances_other_a&e_department,number_of_attendances_over_4hrs_type_1,number_of_attendances_over_4hrs_type_2,number_of_attendances_over_4hrs_other_a&e_department,log_attendances
MSitAE-MAY-2024,RVJ,NHS ENGLAND SOUTH WEST ,NORTH BRISTOL NHS TRUST,9493.0,0.0,0.0,13.0,0.0,0.0,3625.0,0.0,0.0,3.0,0.0,0.0,694.0,217.0,2862.0,0.0,0.0,2006.0,May,2024,61.81396818708522,,,,,,,9.158415299111264
MSitAE-MAY-2024,RVV,NHS ENGLAND SOUTH EAST ,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,13011.0,0.0,13265.0,0.0,0.0,0.0,6083.0,0.0,236.0,0.0,0.0,0.0,592.0,1227.0,3716.0,0.0,569.0,1008.0,May,2024,53.24725232495581,,,,,,,9.473627287593242
MSitAE-MAY-2024,RWD,NHS ENGLAND MIDLANDS ,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,10453.0,0.0,10933.0,5.0,0.0,0.0,7110.0,0.0,1282.0,4.0,0.0,0.0,1128.0,1103.0,4164.0,0.0,0.0,1260.0,May,2024,31.981249402085528,,,,,,,9.254739959272866
MSitAE-MAY-2024,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,10590.0,0.0,2450.0,873.0,0.0,1239.0,3211.0,0.0,31.0,0.0,0.0,0.0,277.0,4.0,3486.0,0.0,0.0,599.0,May,2024,69.67894239848914,,,,,,,9.267759862843668
MSitAE-MAY-2024,RXN,NHS ENGLAND NORTH WEST ,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,12522.0,0.0,3654.0,291.0,0.0,111.0,4977.0,0.0,226.0,80.0,0.0,5.0,1071.0,411.0,3095.0,0.0,159.0,1228.0,May,2024,60.253953042644945,,,,,,,9.435322232564033
MSitAE-MAY-2024,RXP,NHS ENGLAND NORTH EAST AND YORKSHIRE ,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,13555.0,0.0,4752.0,0.0,0.0,7343.0,5985.0,0.0,0.0,0.0,0.0,0.0,2245.0,25.0,4445.0,0.0,0.0,788.0,May,2024,55.846551088159345,,,,,,,9.514584532726943
MSitAE-MAY-2024,RY2,NHS ENGLAND NORTH WEST ,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,0.0,0.0,3732.0,0.0,0.0,194.0,0.0,0.0,89.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2024,,,,,,,,0.0
MSitAE-MAY-2024,RYX,NHS ENGLAND LONDON,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,0.0,0.0,11774.0,0.0,0.0,450.0,0.0,0.0,354.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2024,,,,,,,,0.0
MSitAE-MAY-2024,RD1,NHS ENGLAND SOUTH WEST ,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,9080.0,0.0,0.0,0.0,0.0,0.0,3633.0,0.0,0.0,0.0,0.0,0.0,703.0,4.0,2574.0,0.0,13.0,1692.0,May,2024,59.98898678414098,,,,,,,9.113939597689829
MSitAE-MAY-2024,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,8970.0,0.0,0.0,0.0,0.0,0.0,3245.0,0.0,0.0,0.0,0.0,0.0,548.0,1.0,3195.0,0.0,0.0,469.0,May,2024,63.82385730211817,,,,,,,9.101752431559284
MSitAE-MAY-2024,RH5,NHS ENGLAND SOUTH WEST ,SOMERSET NHS FOUNDATION TRUST,13492.0,0.0,10411.0,0.0,0.0,1.0,5057.0,0.0,282.0,0.0,0.0,0.0,333.0,5.0,3273.0,0.0,0.0,2154.0,May,2024,62.51852949896235,,,,,,,9.509926311430787
MSitAE-MAY-2024,RHU,NHS ENGLAND SOUTH EAST ,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,10464.0,808.0,3301.0,1342.0,0.0,760.0,5141.0,8.0,87.0,744.0,0.0,18.0,1669.0,10.0,3715.0,0.0,0.0,2597.0,May,2024,50.86964831804281,,,,,,,9.2557916348801
MSitAE-MAY-2024,RJ7,NHS ENGLAND LONDON,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,9193.0,0.0,3338.0,1029.0,0.0,0.0,2992.0,0.0,0.0,149.0,0.0,0.0,496.0,775.0,2570.0,0.0,0.0,880.0,May,2024,67.45349722615033,,,,,,,9.126306376366173
MSitAE-MAY-2024,RJL,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,9065.0,0.0,6793.0,0.0,0.0,453.0,4729.0,0.0,100.0,0.0,0.0,4.0,611.0,899.0,5108.0,0.0,0.0,404.0,May,2024,47.8323221180364,,,,,,,9.112286431500795
MSitAE-MAY-2024,RKE,NHS ENGLAND LONDON,WHITTINGTON HEALTH NHS TRUST,9522.0,0.0,0.0,0.0,0.0,0.0,2934.0,0.0,0.0,0.0,0.0,0.0,256.0,369.0,1117.0,0.0,0.0,38.0,May,2024,69.18714555765595,,,,,,,9.161465204194046
MSitAE-MAY-2024,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,10511.0,0.0,0.0,0.0,0.0,0.0,3663.0,0.0,0.0,0.0,0.0,0.0,736.0,203.0,3201.0,0.0,0.0,588.0,May,2024,65.15079440586052,,,,,,,9.260272740724393
MSitAE-MAY-2024,RTR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,8252.0,0.0,9365.0,0.0,0.0,1636.0,4250.0,0.0,739.0,0.0,0.0,116.0,406.0,25.0,2757.0,0.0,114.0,2313.0,May,2024,48.4973339796413,,,,,,,9.018332049592685
MSitAE-MAY-2024,RVR,NHS ENGLAND LONDON,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,11500.0,305.0,1698.0,393.0,0.0,29.0,2967.0,1.0,123.0,40.0,0.0,0.0,245.0,661.0,1845.0,4.0,0.0,126.0,May,2024,74.2,,,,,,,9.350189267092581
MSitAE-MAY-2024,RWE,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,23188.0,2043.0,0.0,0.0,0.0,0.0,9700.0,67.0,0.0,0.0,0.0,0.0,1545.0,520.0,6356.0,4.0,0.0,3505.0,May,2024,58.16801794031395,,,,,,,10.051433307284436
MSitAE-MAY-2024,RWH,NHS ENGLAND EAST OF ENGLAND ,EAST AND NORTH HERTFORDSHIRE NHS TRUST,9531.0,0.0,7420.0,7.0,0.0,271.0,5255.0,0.0,183.0,7.0,0.0,5.0,255.0,69.0,3333.0,0.0,83.0,260.0,May,2024,44.864127583674325,,,,,,,9.162409838218633
MSitAE-MAY-2024,RWJ,NHS ENGLAND NORTH WEST ,STOCKPORT NHS FOUNDATION TRUST,8148.0,0.0,1029.0,553.0,0.0,190.0,3538.0,0.0,21.0,218.0,0.0,3.0,862.0,325.0,2504.0,0.0,113.0,832.0,May,2024,56.578301423662246,,,,,,,9.00565049932022
MSitAE-MAY-2024,RWX,NHS ENGLAND SOUTH EAST ,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,0.0,0.0,1587.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,May,2024,,,,,,,,0.0
MSitAE-MAY-2024,RYJ,NHS ENGLAND LONDON,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,12378.0,3980.0,7689.0,0.0,0.0,384.0,5203.0,39.0,609.0,0.0,0.0,0.0,652.0,108.0,4236.0,0.0,0.0,1229.0,May,2024,57.96574567781549,,,,,,,9.42375676753181
MSitAE-MAY-2024,RYR,NHS ENGLAND SOUTH EAST ,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,22985.0,1519.0,5669.0,1438.0,0.0,1305.0,10431.0,78.0,769.0,494.0,0.0,47.0,1533.0,1316.0,8179.0,34.0,48.0,1554.0,May,2024,54.61822927996519,,,,,,,10.042640613928704
MSitAE-MAY-2024,RAS,NHS ENGLAND LONDON,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,6043.0,0.0,7063.0,0.0,0.0,0.0,3077.0,0.0,89.0,0.0,0.0,0.0,366.0,13.0,2836.0,0.0,0.0,194.0,May,2024,49.0815819956975,,,,,,,8.70682132339263
MSitAE-MAY-2024,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,13386.0,0.0,4879.0,859.0,0.0,773.0,5999.0,0.0,577.0,250.0,0.0,70.0,479.0,778.0,3568.0,0.0,123.0,1620.0,May,2024,55.1845211414911,,,,,,,9.502039365785897
MSitAE-MAY-2024,RJ6,NHS ENGLAND LONDON,CROYDON HEALTH SERVICES NHS TRUST,13703.0,0.0,5400.0,7.0,0.0,0.0,5027.0,0.0,0.0,4.0,0.0,0.0,426.0,607.0,1430.0,0.0,0.0,105.0,May,2024,63.31460264175728,,,,,,,9.525443040003957
MSitAE-MAY-2024,RAL,NHS ENGLAND LONDON,ROYAL FREE LONDON NHS FOUNDATION TRUST,18941.0,0.0,8925.0,0.0,0.0,0.0,8118.0,0.0,310.0,0.0,0.0,0.0,1125.0,929.0,4017.0,0.0,0.0,551.0,May,2024,57.1405944775883,,,,,,,9.849136957786047
MSitAE-MAY-2024,RLT,NHS ENGLAND MIDLANDS ,GEORGE ELIOT HOSPITAL NHS TRUST,6977.0,0.0,1936.0,0.0,0.0,0.0,2175.0,0.0,25.0,0.0,0.0,0.0,684.0,116.0,1082.0,0.0,0.0,40.0,May,2024,68.82614304142182,,,,,,,8.85051762174672
MSitAE-MAY-2024,RAP,NHS ENGLAND LONDON,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,8269.0,563.0,8180.0,86.0,1.0,111.0,4924.0,3.0,1239.0,42.0,0.0,10.0,235.0,884.0,1590.0,0.0,0.0,147.0,May,2024,40.45229169186117,,,,,,,9.020389788017736
MSitAE-MAY-2024,RBN,NHS ENGLAND NORTH WEST ,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,18018.0,0.0,7916.0,431.0,0.0,0.0,7995.0,0.0,316.0,66.0,0.0,0.0,581.0,382.0,7463.0,0.0,0.0,663.0,May,2024,55.62770562770562,,,,,,,9.799182035726814
MSitAE-MAY-2024,RM3,NHS ENGLAND NORTH WEST ,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,26332.0,0.0,9477.0,0.0,0.0,0.0,11839.0,0.0,295.0,0.0,0.0,0.0,1185.0,901.0,7248.0,0.0,415.0,1724.0,May,2024,55.039495670666874,,,,,,,10.178578184473086
MSitAE-MAY-2024,RN3,NHS ENGLAND SOUTH WEST ,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,5587.0,0.0,6010.0,0.0,0.0,243.0,2430.0,0.0,490.0,0.0,0.0,7.0,539.0,112.0,2486.0,0.0,0.0,1458.0,May,2024,56.506175049221405,,,,,,,8.628376720376853
MSitAE-MAY-2024,RTH,NHS ENGLAND SOUTH EAST ,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12430.0,1868.0,2321.0,1480.0,0.0,108.0,4159.0,0.0,2.0,412.0,0.0,0.0,687.0,1.0,4356.0,132.0,16.0,4727.0,May,2024,66.54062751407885,,,,,,,9.427948631791715
MSitAE-MAY-2024,RBL,NHS ENGLAND NORTH WEST ,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,8354.0,0.0,2941.0,144.0,0.0,207.0,4717.0,0.0,43.0,54.0,0.0,4.0,754.0,556.0,2199.0,0.0,0.0,1749.0,May,2024,43.53603064400287,,,,,,,9.030615441029495
MSitAE-MAY-2024,RJ2,NHS ENGLAND LONDON,LEWISHAM AND GREENWICH NHS TRUST,14039.0,0.0,12558.0,27.0,0.0,0.0,7326.0,0.0,2153.0,9.0,0.0,0.0,1149.0,602.0,3997.0,0.0,0.0,1474.0,May,2024,47.81679606809602,,,,,,,9.549665677579801
MSitAE-MAY-2024,RDR,NHS ENGLAND SOUTH EAST ,SUSSEX COMMUNITY NHS FOUNDATION TRUST,0.0,0.0,13042.0,0.0,0.0,0.0,0.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2024,,,,,,,,0.0
MSitAE-MAY-2024,RGR,NHS ENGLAND EAST OF ENGLAND ,WEST SUFFOLK NHS FOUNDATION TRUST,7960.0,0.0,727.0,67.0,0.0,0.0,2827.0,0.0,0.0,0.0,0.0,0.0,554.0,387.0,2121.0,0.0,0.0,558.0,May,2024,64.48492462311557,,,,,,,8.982309899088579
MSitAE-MAY-2024,RMC,NHS ENGLAND NORTH WEST ,BOLTON NHS FOUNDATION TRUST,8039.0,0.0,3717.0,114.0,0.0,107.0,4234.0,0.0,349.0,56.0,0.0,7.0,628.0,590.0,2375.0,0.0,46.0,779.0,May,2024,47.33175768130364,,,,,,,8.992184362173012
MSitAE-MAY-2024,RJZ,NHS ENGLAND LONDON,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,16286.0,0.0,9357.0,93.0,0.0,1319.0,6961.0,0.0,964.0,23.0,0.0,53.0,1714.0,840.0,2513.0,0.0,0.0,496.0,May,2024,57.25776740758934,,,,,,,9.698122522573561
MSitAE-MAY-2024,RP5,NHS ENGLAND NORTH EAST AND YORKSHIRE ,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,14013.0,0.0,4077.0,0.0,0.0,0.0,4958.0,0.0,2.0,0.0,0.0,0.0,989.0,201.0,3841.0,0.0,390.0,1237.0,May,2024,64.61856847213302,,,,,,,9.54781210893048
MSitAE-MAY-2024,RXK,NHS ENGLAND MIDLANDS ,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,15997.0,984.0,9467.0,1219.0,0.0,0.0,7637.0,92.0,333.0,270.0,0.0,0.0,1659.0,343.0,2854.0,0.0,0.0,411.0,May,2024,52.25979871225855,,,,,,,9.680218993408767
TOTAL,TOTAL,TOTAL,TOTAL,27625.86000000004,50602.0,841230.0,33543.0,644.0,51095.0,584646.0,2024.0,32615.0,9149.0,13.0,738.0,96215.0,42555.0,414156.0,1490.0,4558.0,144489.0,May,2024,59.37639402492256,,,,,,,14.179583370072315
MSitAE-NOVEMBER-2024,NL7,NHS ENGLAND MIDLANDS ,ASSURA VERTIS URGENT CARE CENTRES (BIRMINGHAM),0.0,0.0,4350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,November,2024,,,,,,,,0.0
MSitAE-NOVEMBER-2024,RWY,NHS ENGLAND NORTH EAST AND YORKSHIRE ,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,15295.0,0.0,0.0,0.0,0.0,0.0,5422.0,0.0,0.0,0.0,0.0,0.0,1160.0,16.0,3104.0,0.0,0.0,316.0,November,2024,64.55050670153645,,,,,,,9.635346635291183
MSitAE-NOVEMBER-2024,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0.0,0.0,516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,November,2024,,,,,,,,0.0
MSitAE-NOVEMBER-2024,AQN04,NHS ENGLAND SOUTH EAST ,PHL LYMINGTON UTC,0.0,0.0,2593.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,November,2024,,,,,,,,0.0
MSitAE-NOVEMBER-2024,C82038,NHS ENGLAND MIDLANDS ,LATHAM HOUSE MEDICAL PRACTICE,0.0,0.0,303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,November,2024,,,,,,,,0.0
MSitAE-NOVEMBER-2024,L83087,NHS ENGLAND SOUTH WEST ,OKEHAMPTON MEDICAL CENTRE,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,November,2024,,,,,,,,0.0
MSitAE-NOVEMBER-2024,NQT5F,NHS ENGLAND NORTH WEST ,SKELMERSDALE WALK IN CENTRE,0.0,0.0,1704.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,November,2024,,,,,,,,0.0
MSitAE-NOVEMBER-2024,NQT5H,NHS ENGLAND SOUTH WEST ,PAULTON MEMORIAL HOSPITAL,0.0,0.0,932.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,November,2024,,,,,,,,0.0
MSitAE-NOVEMBER-2024,NR3,NHS ENGLAND MIDLANDS ,NOTTINGHAM CITYCARE PARTNERSHIP,0.0,0.0,5559.0,0.0,0.0,271.0,0.0,0.0,358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,November,2024,,,,,,,,0.0
MSitAE-NOVEMBER-2024,NTV0B,NHS ENGLAND SOUTH EAST ,ASHFORD WALK-IN-CENTRE,0.0,0.0,2243.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,November,2024,,,,,,,,0.0
MSitAE-NOVEMBER-2024,NTV0W,NHS ENGLAND SOUTH EAST ,WOKING WALK IN CENTRE,0.0,0.0,2435.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,November,2024,,,,,,,,0.0
MSitAE-NOVEMBER-2024,RAN,NHS ENGLAND LONDON,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,November,2024,,,,,,,,0.0
MSitAE-NOVEMBER-2024,RK9,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,9116.0,151.0,4749.0,0.0,0.0,0.0,4665.0,0.0,93.0,0.0,0.0,0.0,567.0,604.0,2876.0,0.0,0.0,1468.0,November,2024,48.82623957876262,,,,,,,9.117896081584902
MSitAE-NOVEMBER-2024,RW1,NHS ENGLAND SOUTH EAST ,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,0.0,0.0,2822.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,November,2024,,,,,,,,0.0
MSitAE-NOVEMBER-2024,RXG,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,November,2024,,,,,,,,0.0
MSitAE-NOVEMBER-2024,RYF,NHS ENGLAND SOUTH WEST ,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,0.0,0.0,1581.0,0.0,0.0,17.0,0.0,0.0,95.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,November,2024,,,,,,,,0.0
MSitAE-NOVEMBER-2024,Y02532,NHS ENGLAND NORTH WEST ,MIRIAM MINOR EMERGENCY,0.0,0.0,1654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,November,2024,,,,,,,,0.0
MSitAE-NOVEMBER-2024,Y02615,NHS ENGLAND MIDLANDS ,SOUTH BIRMINGHAM GP WALK IN CENTRE,0.0,0.0,7178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,November,2024,,,,,,,,0.0
MSitAE-NOVEMBER-2024,Y07709,NHS ENGLAND SOUTH EAST ,READING URGENT CARE CENTRE,0.0,0.0,1973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,November,2024,,,,,,,,0.0
MSitAE-NOVEMBER-2024,NQTE4,NHS ENGLAND MIDLANDS ,SUMMERFIELD URGENT CARE CENTRE,0.0,0.0,3160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,November,2024,,,,,,,,0.0
MSitAE-NOVEMBER-2024,RA9,NHS ENGLAND SOUTH WEST ,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,6145.0,0.0,3036.0,470.0,0.0,152.0,2998.0,0.0,16.0,208.0,0.0,2.0,355.0,102.0,2155.0,0.0,0.0,1229.0,November,2024,51.21236777868185,,,,,,,8.72355674269043
MSitAE-NOVEMBER-2024,RBT,NHS ENGLAND NORTH WEST ,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,7229.0,0.0,2646.0,0.0,0.0,48.0,4248.0,0.0,49.0,0.0,0.0,5.0,693.0,490.0,2460.0,0.0,0.0,1080.0,November,2024,41.236685572001655,,,,,,,8.88599431515281
MSitAE-NOVEMBER-2024,RDY,NHS ENGLAND SOUTH WEST ,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,November,2024,,,,,,,,0.0
MSitAE-NOVEMBER-2024,RJ8,NHS ENGLAND SOUTH WEST ,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,66.0,November,2024,,,,,,,,0.0
MSitAE-NOVEMBER-2024,RXQ,NHS ENGLAND SOUTH EAST ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,10655.0,1136.0,3542.0,0.0,0.0,0.0,4531.0,0.0,357.0,0.0,0.0,0.0,271.0,264.0,3890.0,766.0,0.0,2024.0,November,2024,57.47536367902393,,,,,,,9.273878392780171
MSitAE-NOVEMBER-2024,RY4,NHS ENGLAND EAST OF ENGLAND ,HERTFORDSHIRE COMMUNITY NHS TRUST,0.0,0.0,1002.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,November,2024,,,,,,,,0.0
MSitAE-NOVEMBER-2024,RY7,NHS ENGLAND NORTH WEST ,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,0.0,0.0,4293.0,0.0,0.0,0.0,0.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,November,2024,,,,,,,,0.0
MSitAE-NOVEMBER-2024,Y02428,NHS ENGLAND EAST OF ENGLAND ,PUTNOE WALK IN CENTRE,0.0,0.0,3372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,November,2024,,,,,,,,0.0
MSitAE-NOVEMBER-2024,Y03218,NHS ENGLAND LONDON,THE PINN UNREGISTERED WIC,0.0,0.0,1106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,November,2024,,,,,,,,0.0
MSitAE-NOVEMBER-2024,ACH01,NHS ENGLAND SOUTH EAST ,WHITSTABLE MEDICAL PRACTICE,0.0,0.0,5911.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,November,2024,,,,,,,,0.0
MSitAE-NOVEMBER-2024,C82009,NHS ENGLAND MIDLANDS ,MARKET HARBOROUGH MED.CTR,0.0,0.0,282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,November,2024,,,,,,,,0.0
MSitAE-NOVEMBER-2024,NTP11,NHS ENGLAND SOUTH EAST ,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,0.0,0.0,5160.0,0.0,0.0,0.0,0.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,November,2024,,,,,,,,0.0
MSitAE-NOVEMBER-2024,RA2,NHS ENGLAND SOUTH EAST ,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,7022.0,0.0,1388.0,830.0,0.0,8.0,1933.0,0.0,0.0,198.0,0.0,0.0,182.0,3.0,2619.0,0.0,0.0,1098.0,November,2024,72.472230133865,,,,,,,8.856945756159021
MSitAE-NOVEMBER-2024,RFF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,9113.0,0.0,0.0,31.0,0.0,0.0,3569.0,0.0,0.0,0.0,0.0,0.0,470.0,0.0,2998.0,0.0,0.0,547.0,November,2024,60.83616811148909,,,,,,,9.117566971823829
MSitAE-NOVEMBER-2024,RJN,NHS ENGLAND NORTH WEST ,EAST CHESHIRE NHS TRUST,4281.0,0.0,0.0,72.0,0.0,44.0,2006.0,0.0,0.0,0.0,0.0,0.0,171.0,168.0,881.0,0.0,0.0,236.0,November,2024,53.141789301565055,,,,,,,8.362175469149628
MSitAE-NOVEMBER-2024,RNU,NHS ENGLAND SOUTH EAST ,OXFORD HEALTH NHS FOUNDATION TRUST,0.0,0.0,3746.0,0.0,0.0,0.0,0.0,0.0,339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,November,2024,,,,,,,,0.0
MSitAE-NOVEMBER-2024,RTP,NHS ENGLAND SOUTH EAST ,SURREY AND SUSSEX HEALTHCARE NHS TRUST,11192.0,0.0,0.0,0.0,0.0,0.0,4397.0,0.0,0.0,0.0,0.0,0.0,659.0,549.0,3138.0,0.0,0.0,914.0,November,2024,60.713009292351686,,,,,,,9.323043861889268
MSitAE-NOVEMBER-2024,RV9,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HUMBER TEACHING NHS FOUNDATION TRUST,0.0,0.0,1013.0,0.0,0.0,30.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,November,2024,,,,,,,,0.0
MSitAE-NOVEMBER-2024,RY5,NHS ENGLAND MIDLANDS ,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,0.0,0.0,7988.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,November,2024,,,,,,,,0.0
