period,org_code,parent_org,org_name,a&e_attendances_type_1,a&e_attendances_type_2,a&e_attendances_other_a&e_department,a&e_attendances_booked_appointments_type_1,a&e_attendances_booked_appointments_type_2,a&e_attendances_booked_appointments_other_department,attendances_over_4hrs_type_1,attendances_over_4hrs_type_2,attendances_over_4hrs_other_department,attendances_over_4hrs_booked_appointments_type_1,attendances_over_4hrs_booked_appointments_type_2,attendances_over_4hrs_booked_appointments_other_department,patients_who_have_waited_4-12_hs_from_dta_to_admission,patients_who_have_waited_12+_hrs_from_dta_to_admission,emergency_admissions_via_a&e_-_type_1,emergency_admissions_via_a&e_-_type_2,emergency_admissions_via_a&e_-_other_a&e_department,other_emergency_admissions,month,year,number_of_a&e_attendances_type_1,number_of_a&e_attendances_type_2,number_of_a&e_attendances_other_a&e_department,number_of_attendances_over_4hrs_type_1,number_of_attendances_over_4hrs_type_2,number_of_attendances_over_4hrs_other_a&e_department,total_a&e_attendances,date,attendance_zscore,is_outlier,is_anomaly,season,attendance_rolling_avg,attendance_lag_1
MSitAE-FEBRUARY-2020,RM3,NHS ENGLAND NORTH WEST (GREATER MANCHESTER),SALFORD ROYAL NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,768.0,0.0,2576.0,0.0,0.0,343.0,2,2020,7949.0,0.0,3378.0,2086.0,0.0,9.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,NDA57,"NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)",HASLEMERE MINOR INJURIES UNIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,2020,0.0,0.0,465.0,0.0,0.0,3.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,RJ2,NHS ENGLAND LONDON,LEWISHAM AND GREENWICH NHS TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563.0,58.0,4345.0,0.0,0.0,680.0,2,2020,12618.0,0.0,10942.0,3398.0,0.0,583.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,RA7,NHS ENGLAND SOUTH WEST (SOUTH WEST NORTH),UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,661.0,1.0,3148.0,13.0,0.0,922.0,2,2020,9798.0,2057.0,0.0,2526.0,37.0,0.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,RXR,NHS ENGLAND NORTH WEST (LANCASHIRE AND SOUTH CUMBRIA),EAST LANCASHIRE HOSPITALS NHS TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,749.0,15.0,3841.0,0.0,19.0,1389.0,2,2020,9004.0,0.0,5074.0,2684.0,0.0,77.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,RDD,NHS ENGLAND EAST OF ENGLAND (EAST),BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.0,0.0,3165.0,0.0,0.0,217.0,2,2020,10851.0,0.0,0.0,1427.0,0.0,0.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,RD3,NHS ENGLAND SOUTH WEST (SOUTH WEST SOUTH),POOLE HOSPITAL NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0,1.0,1615.0,0.0,0.0,1356.0,2,2020,5267.0,0.0,1640.0,0.0,0.0,0.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,RWX,"NHS ENGLAND SOUTH EAST (HAMPSHIRE, ISLE OF WIGHT AND THAMES VALLEY)",BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2020,0.0,0.0,2182.0,0.0,0.0,0.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,NNJ15,NHS ENGLAND MIDLANDS (CENTRAL MIDLANDS),OAKHAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2020,0.0,0.0,332.0,0.0,0.0,0.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,NNJ0H,NHS ENGLAND MIDLANDS (CENTRAL MIDLANDS),LLR EA - THE MERLYN VAZ HEALTH & SOCIAL CARE CENTRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2020,0.0,0.0,2141.0,0.0,0.0,0.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,RQM,NHS ENGLAND LONDON,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,2611.0,0.0,0.0,625.0,2,2020,18397.0,0.0,8587.0,0.0,0.0,0.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,RRF,NHS ENGLAND NORTH WEST (GREATER MANCHESTER),"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,681.0,30.0,2201.0,0.0,0.0,241.0,2,2020,6343.0,0.0,3984.0,2003.0,0.0,13.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,NNJ13,NHS ENGLAND MIDLANDS (CENTRAL MIDLANDS),MELTON MOWBRAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2020,0.0,0.0,406.0,0.0,0.0,0.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,RMP,NHS ENGLAND NORTH WEST (GREATER MANCHESTER),TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445.0,0.0,1813.0,0.0,0.0,297.0,2,2020,7406.0,0.0,2479.0,2557.0,0.0,0.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,RAS,NHS ENGLAND LONDON,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,739.0,10.0,1690.0,0.0,0.0,374.0,2,2020,5279.0,0.0,7901.0,2155.0,0.0,219.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,R0B,NHS ENGLAND NORTH EAST AND YORKSHIRE (CUMBRIA AND NORTH EAST),SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0,0.0,4230.0,21.0,0.0,870.0,2,2020,11940.0,1861.0,5645.0,3377.0,32.0,139.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,RY7,NHS ENGLAND NORTH WEST (CHESHIRE AND MERSEYSIDE),WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2020,0.0,0.0,4368.0,0.0,0.0,36.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,RYG,NHS ENGLAND MIDLANDS (WEST MIDLANDS),COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,48.0,2,2020,0.0,0.0,0.0,0.0,0.0,0.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,RN3,NHS ENGLAND SOUTH WEST (SOUTH WEST NORTH),GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,702.0,42.0,2064.0,0.0,0.0,1407.0,2,2020,5222.0,0.0,4893.0,2142.0,0.0,193.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,13.0,4146.0,0.0,0.0,531.0,2,2020,14221.0,766.0,9184.0,6819.0,15.0,396.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,RY2,NHS ENGLAND NORTH WEST (GREATER MANCHESTER),BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2020,0.0,0.0,3265.0,0.0,0.0,45.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,RBD,NHS ENGLAND SOUTH WEST (SOUTH WEST SOUTH),DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1363.0,0.0,0.0,344.0,2,2020,3694.0,0.0,4028.0,520.0,0.0,4.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,RBA,NHS ENGLAND SOUTH WEST (SOUTH WEST SOUTH),TAUNTON AND SOMERSET NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,2220.0,0.0,0.0,1302.0,2,2020,5799.0,0.0,0.0,1213.0,0.0,0.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,RQ3,NHS ENGLAND MIDLANDS (WEST MIDLANDS),BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,959.0,0.0,0.0,190.0,2,2020,4675.0,0.0,0.0,563.0,0.0,0.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,RA3,NHS ENGLAND SOUTH WEST (SOUTH WEST NORTH),WESTON AREA HEALTH NHS TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.0,134.0,1023.0,0.0,0.0,102.0,2,2020,3893.0,0.0,0.0,1151.0,0.0,0.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,NNJ14,NHS ENGLAND MIDLANDS (CENTRAL MIDLANDS),OADBY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2020,0.0,0.0,2508.0,0.0,0.0,0.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,Y02676,"NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)",BRIGHTON STATION HEALTH CENTRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2020,0.0,0.0,1934.0,0.0,0.0,0.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,RWJ,NHS ENGLAND NORTH WEST (GREATER MANCHESTER),STOCKPORT NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,838.0,85.0,2347.0,0.0,0.0,962.0,2,2020,7521.0,0.0,0.0,2549.0,0.0,0.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,RAN,NHS ENGLAND LONDON,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2,2020,0.0,0.0,0.0,0.0,0.0,0.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,RBS,NHS ENGLAND NORTH WEST (CHESHIRE AND MERSEYSIDE),ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,961.0,200.0,0.0,0.0,2,2020,4568.0,0.0,0.0,600.0,0.0,0.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,NNFA7,NHS ENGLAND NORTH EAST AND YORKSHIRE (YORKSHIRE AND HUMBER),GOOLE & DISTRICT HOSPITAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2020,0.0,0.0,1355.0,0.0,0.0,2.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,RTQ,NHS ENGLAND SOUTH WEST (SOUTH WEST NORTH),GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2,2020,0.0,0.0,5305.0,0.0,0.0,26.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,RWG,NHS ENGLAND EAST OF ENGLAND (EAST),WEST HERTFORDSHIRE HOSPITALS NHS TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.0,0.0,3469.0,0.0,0.0,579.0,2,2020,8596.0,0.0,4216.0,2454.0,0.0,20.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,R1D,NHS ENGLAND MIDLANDS (NORTH MIDLANDS),SHROPSHIRE COMMUNITY HEALTH NHS TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2,2020,0.0,0.0,2202.0,0.0,0.0,2.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,NLW,NHS ENGLAND SOUTH WEST (SOUTH WEST NORTH),BRISTOL COMMUNITY HEALTH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2020,0.0,0.0,4459.0,0.0,0.0,25.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,RNA,NHS ENGLAND MIDLANDS (WEST MIDLANDS),THE DUDLEY GROUP NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.0,5.0,2335.0,0.0,0.0,969.0,2,2020,7922.0,0.0,6175.0,2379.0,0.0,59.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,RGN,NHS ENGLAND EAST OF ENGLAND (EAST),NORTH WEST ANGLIA NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569.0,0.0,3435.0,0.0,0.0,1664.0,2,2020,12687.0,0.0,729.0,3777.0,0.0,0.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,NNJ12,NHS ENGLAND MIDLANDS (CENTRAL MIDLANDS),MARKET HARBOROUGH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2020,0.0,0.0,614.0,0.0,0.0,0.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,RLQ,NHS ENGLAND MIDLANDS (WEST MIDLANDS),WYE VALLEY NHS TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,2.0,1471.0,0.0,0.0,237.0,2,2020,4892.0,0.0,0.0,1319.0,0.0,0.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,RCD,NHS ENGLAND NORTH EAST AND YORKSHIRE (YORKSHIRE AND HUMBER),HARROGATE AND DISTRICT NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1004.0,0.0,0.0,523.0,2,2020,3963.0,0.0,488.0,633.0,0.0,0.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,Y03007,NHS ENGLAND MIDLANDS (WEST MIDLANDS),ERDINGTON GP HEALTH & WELLBEING WIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2020,0.0,0.0,2039.0,0.0,0.0,0.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,RMC,NHS ENGLAND NORTH WEST (GREATER MANCHESTER),BOLTON NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457.0,13.0,2126.0,0.0,37.0,687.0,2,2020,8896.0,0.0,1071.0,2594.0,0.0,88.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,RH5,NHS ENGLAND SOUTH WEST (SOUTH WEST SOUTH),SOMERSET PARTNERSHIP NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2,2020,0.0,0.0,7138.0,0.0,0.0,47.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,G82071,"NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)",WHITSTABLE MEDICAL PRACTICE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2020,0.0,0.0,3093.0,0.0,0.0,0.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,RWA,NHS ENGLAND NORTH EAST AND YORKSHIRE (YORKSHIRE AND HUMBER),HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,864.0,0.0,2764.0,0.0,0.0,1460.0,2,2020,10332.0,0.0,0.0,3818.0,0.0,0.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,RXH,"NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)",BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1147.0,1.0,3162.0,18.0,0.0,343.0,2,2020,12645.0,1132.0,0.0,3286.0,27.0,0.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,RVY,NHS ENGLAND NORTH WEST (CHESHIRE AND MERSEYSIDE),SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644.0,9.0,2536.0,0.0,0.0,92.0,2,2020,6745.0,0.0,2815.0,1597.0,0.0,9.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,RFS,NHS ENGLAND MIDLANDS (NORTH MIDLANDS),CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,1.0,2159.0,0.0,0.0,848.0,2,2020,5604.0,0.0,1617.0,1707.0,0.0,1.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,RBN,NHS ENGLAND NORTH WEST (CHESHIRE AND MERSEYSIDE),ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.0,0.0,4096.0,0.0,0.0,366.0,2,2020,9192.0,0.0,4220.0,2640.0,0.0,45.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,RCB,NHS ENGLAND NORTH EAST AND YORKSHIRE (YORKSHIRE AND HUMBER),YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.0,4.0,4294.0,10.0,0.0,1493.0,2,2020,9694.0,371.0,6705.0,3039.0,0.0,26.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,REP,NHS ENGLAND NORTH WEST (CHESHIRE AND MERSEYSIDE),LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,13.0,2,2020,0.0,1076.0,0.0,0.0,16.0,0.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,RK5,NHS ENGLAND MIDLANDS (NORTH MIDLANDS),SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.0,1.0,3144.0,0.0,14.0,393.0,2,2020,8572.0,0.0,4120.0,1248.0,0.0,75.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,RJZ,NHS ENGLAND LONDON,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1021.0,76.0,4004.0,0.0,0.0,393.0,2,2020,14631.0,0.0,8297.0,5707.0,0.0,846.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,RWE,NHS ENGLAND MIDLANDS (CENTRAL MIDLANDS),UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1823.0,9.0,4721.0,5.0,0.0,3216.0,2,2020,18226.0,1536.0,0.0,6520.0,38.0,0.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,RN7,"NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)",DARTFORD AND GRAVESHAM NHS TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448.0,0.0,2918.0,0.0,0.0,289.0,2,2020,9352.0,0.0,1623.0,2048.0,0.0,6.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,RAT,NHS ENGLAND LONDON,NORTH EAST LONDON NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2020,0.0,0.0,4199.0,0.0,0.0,37.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
MSitAE-FEBRUARY-2020,RGP,NHS ENGLAND EAST OF ENGLAND (EAST),JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,0.0,1387.0,0.0,0.0,498.0,2,2020,5889.0,0.0,232.0,1115.0,0.0,10.0,16734.415961305924,2020-02-01,0.0146270941990567,0,0,Winter,16734.415961305924,16734.415961305924
