period,org_code,parent_org,org_name,a&e_attendances_type_1,a&e_attendances_type_2,a&e_attendances_other_a&e_department,a&e_attendances_booked_appointments_type_1,a&e_attendances_booked_appointments_type_2,a&e_attendances_booked_appointments_other_department,attendances_over_4hrs_type_1,attendances_over_4hrs_type_2,attendances_over_4hrs_other_department,attendances_over_4hrs_booked_appointments_type_1,attendances_over_4hrs_booked_appointments_type_2,attendances_over_4hrs_booked_appointments_other_department,patients_who_have_waited_4-12_hs_from_dta_to_admission,patients_who_have_waited_12+_hrs_from_dta_to_admission,emergency_admissions_via_a&e_-_type_1,emergency_admissions_via_a&e_-_type_2,emergency_admissions_via_a&e_-_other_a&e_department,other_emergency_admissions,month,year,percentage_seen_within_4_hours
MSitAE-MAY-2024,RGP,NHS ENGLAND EAST OF ENGLAND ,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7644.0,0.0,1449.0,116.0,0.0,0.0,3127.0,0.0,0.0,39.0,0.0,0.0,621.0,412.0,1661.0,0.0,0.0,417.0,May,2024,59.09209837781266
MSitAE-MAY-2024,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,11615.0,618.0,2251.0,709.0,0.0,26.0,3860.0,13.0,81.0,197.0,0.0,1.0,408.0,770.0,1991.0,0.0,0.0,1145.0,May,2024,66.76711149375807
MSitAE-MAY-2024,RQX,NHS ENGLAND LONDON,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,11636.0,0.0,0.0,15.0,0.0,0.0,2328.0,0.0,0.0,0.0,0.0,0.0,207.0,18.0,1787.0,0.0,0.0,308.0,May,2024,79.99312478514953
MSitAE-MAY-2024,RRV,NHS ENGLAND LONDON,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,13474.0,0.0,0.0,546.0,0.0,0.0,4779.0,0.0,0.0,0.0,0.0,0.0,426.0,140.0,1480.0,0.0,0.0,275.0,May,2024,64.53169066350007
MSitAE-MAY-2024,RTQ,NHS ENGLAND SOUTH WEST ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,0.0,0.0,7544.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,May,2024,
MSitAE-MAY-2024,RV9,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HUMBER TEACHING NHS FOUNDATION TRUST,0.0,0.0,1243.0,0.0,0.0,46.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2024,
MSitAE-MAY-2024,RXW,NHS ENGLAND MIDLANDS ,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,11073.0,0.0,2690.0,0.0,0.0,0.0,6706.0,0.0,390.0,0.0,0.0,0.0,465.0,790.0,2944.0,0.0,136.0,2182.0,May,2024,39.43827327734128
MSitAE-MAY-2024,RYY,NHS ENGLAND SOUTH EAST ,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0.0,0.0,10818.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2024,
MSitAE-MAY-2024,Y07709,NHS ENGLAND SOUTH EAST ,READING URGENT CARE CENTRE,0.0,0.0,2265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2024,
MSitAE-MAY-2024,C82009,NHS ENGLAND MIDLANDS ,MARKET HARBOROUGH MED.CTR,0.0,0.0,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2024,
MSitAE-MAY-2024,NTP11,NHS ENGLAND SOUTH EAST ,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,0.0,0.0,5916.0,0.0,0.0,0.0,0.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2024,
MSitAE-MAY-2024,RAE,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,9649.0,1123.0,3445.0,0.0,0.0,0.0,2409.0,0.0,0.0,0.0,0.0,0.0,692.0,116.0,2479.0,0.0,63.0,1486.0,May,2024,75.03368224686497
MSitAE-MAY-2024,Y00751,NHS ENGLAND SOUTH EAST ,EAST BERKS PRIMARY CARE OOH(WAM),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2024,
MSitAE-MAY-2024,Y02532,NHS ENGLAND NORTH WEST ,MIRIAM MINOR EMERGENCY,0.0,0.0,1682.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2024,
MSitAE-MAY-2024,Y03218,NHS ENGLAND LONDON,THE PINN UNREGISTERED WIC,0.0,0.0,892.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2024,
MSitAE-MAY-2024,8J094,NHS ENGLAND MIDLANDS ,BADGER LTD,0.0,0.0,0.0,0.0,0.0,2119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2024,
MSitAE-MAY-2024,NV693,NHS ENGLAND NORTH WEST ,ROSSENDALE MIU & OOH,0.0,0.0,1227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2024,
MSitAE-MAY-2024,RA2,NHS ENGLAND SOUTH EAST ,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,6641.0,0.0,1451.0,708.0,0.0,10.0,2310.0,0.0,0.0,215.0,0.0,0.0,390.0,7.0,2415.0,0.0,0.0,1118.0,May,2024,65.21608191537419
MSitAE-MAY-2024,RBD,NHS ENGLAND SOUTH WEST ,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,4472.0,0.0,0.0,380.0,0.0,4478.0,1774.0,0.0,0.0,116.0,0.0,8.0,225.0,15.0,1829.0,0.0,0.0,542.0,May,2024,60.3309481216458
MSitAE-MAY-2024,RBV,NHS ENGLAND NORTH WEST ,THE CHRISTIE NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775.0,May,2024,
MSitAE-MAY-2024,RDU,NHS ENGLAND SOUTH EAST ,FRIMLEY HEALTH NHS FOUNDATION TRUST,23846.0,918.0,11696.0,0.0,0.0,0.0,10001.0,1.0,91.0,0.0,0.0,0.0,2229.0,227.0,6175.0,0.0,0.0,286.0,May,2024,58.06005200033548
MSitAE-MAY-2024,REM,NHS ENGLAND NORTH WEST ,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,16314.0,1892.0,8219.0,497.0,0.0,0.0,7886.0,176.0,333.0,85.0,0.0,0.0,2226.0,1329.0,5403.0,0.0,0.0,2573.0,May,2024,51.661149932573245
MSitAE-MAY-2024,RET,NHS ENGLAND NORTH WEST ,THE WALTON CENTRE NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,May,2024,
MSitAE-MAY-2024,RHW,NHS ENGLAND SOUTH EAST ,ROYAL BERKSHIRE NHS FOUNDATION TRUST,12521.0,2303.0,0.0,692.0,15.0,0.0,4363.0,31.0,0.0,202.0,1.0,0.0,690.0,0.0,2648.0,0.0,0.0,880.0,May,2024,65.15454037217475
MSitAE-MAY-2024,RNN,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,9427.0,0.0,2160.0,345.0,0.0,35.0,4191.0,0.0,29.0,113.0,0.0,0.0,801.0,592.0,2460.0,0.0,0.0,786.0,May,2024,55.542590431738624
MSitAE-MAY-2024,RP6,NHS ENGLAND LONDON,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,0.0,6053.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,191.0,May,2024,
MSitAE-MAY-2024,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,8607.0,0.0,2099.0,0.0,0.0,830.0,4138.0,0.0,0.0,0.0,0.0,0.0,477.0,129.0,2166.0,0.0,0.0,411.0,May,2024,51.922853491344256
MSitAE-MAY-2024,RTD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,12756.0,1661.0,5174.0,0.0,0.0,976.0,5565.0,192.0,0.0,0.0,0.0,0.0,616.0,65.0,3960.0,22.0,0.0,3012.0,May,2024,56.37347130761995
MSitAE-MAY-2024,RTG,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,22167.0,0.0,10256.0,507.0,0.0,34.0,9134.0,0.0,29.0,227.0,0.0,2.0,851.0,876.0,4332.0,0.0,2.0,2683.0,May,2024,58.79460459241215
MSitAE-MAY-2024,RWF,NHS ENGLAND SOUTH EAST ,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,18736.0,0.0,2257.0,724.0,0.0,203.0,3276.0,0.0,52.0,87.0,0.0,0.0,901.0,27.0,5193.0,0.0,0.0,1034.0,May,2024,82.51494449188728
MSitAE-MAY-2024,RWP,NHS ENGLAND MIDLANDS ,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,13286.0,0.0,6397.0,161.0,0.0,12.0,6643.0,0.0,41.0,58.0,0.0,0.0,955.0,271.0,3747.0,0.0,0.0,1479.0,May,2024,50.0
MSitAE-MAY-2024,RX1,NHS ENGLAND MIDLANDS ,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,16556.0,1970.0,333.0,608.0,0.0,0.0,7908.0,79.0,3.0,264.0,0.0,0.0,878.0,450.0,4380.0,0.0,0.0,3970.0,May,2024,52.23483933317227
MSitAE-MAY-2024,RXQ,NHS ENGLAND SOUTH EAST ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,10475.0,1169.0,3949.0,0.0,0.0,0.0,3977.0,0.0,251.0,0.0,0.0,0.0,369.0,148.0,4150.0,821.0,0.0,1899.0,May,2024,62.03341288782816
MSitAE-MAY-2024,RXR,NHS ENGLAND NORTH WEST ,EAST LANCASHIRE HOSPITALS NHS TRUST,13526.0,0.0,11586.0,0.0,0.0,0.0,4466.0,0.0,556.0,0.0,0.0,0.0,408.0,1200.0,3312.0,0.0,74.0,1762.0,May,2024,66.98210853171669
MSitAE-MAY-2024,RY8,NHS ENGLAND MIDLANDS ,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,0.0,0.0,6626.0,0.0,0.0,1671.0,0.0,0.0,127.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2024,
MSitAE-MAY-2024,Y02676,NHS ENGLAND SOUTH EAST ,BRIGHTON STATION HEALTH CENTRE,0.0,0.0,2012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2024,
MSitAE-MAY-2024,Y03007,NHS ENGLAND MIDLANDS ,ERDINGTON GP HEALTH & WELLBEING WIC,0.0,0.0,0.0,0.0,0.0,2107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2024,
MSitAE-MAY-2024,NNJ,NHS ENGLAND MIDLANDS ,DHU HEALTH CARE C.I.C,0.0,0.0,2184.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2024,
MSitAE-MAY-2024,NTPAD,NHS ENGLAND SOUTH EAST ,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,0.0,0.0,5696.0,0.0,0.0,315.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2024,
MSitAE-MAY-2024,R0B,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,11704.0,1271.0,6486.0,514.0,0.0,1550.0,4949.0,29.0,103.0,241.0,0.0,21.0,470.0,4.0,4614.0,18.0,0.0,1183.0,May,2024,57.71531100478469
MSitAE-MAY-2024,R0D,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,13855.0,0.0,5621.0,0.0,0.0,0.0,5354.0,0.0,0.0,0.0,0.0,0.0,955.0,203.0,4243.0,4.0,0.0,2585.0,May,2024,61.35691086250451
MSitAE-MAY-2024,R1K,NHS ENGLAND LONDON,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,13910.0,0.0,16014.0,0.0,0.0,0.0,7504.0,0.0,268.0,0.0,0.0,0.0,855.0,432.0,6671.0,0.0,0.0,378.0,May,2024,46.05319913731128
MSitAE-MAY-2024,RA7,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,16093.0,2411.0,0.0,0.0,0.0,0.0,5753.0,166.0,0.0,0.0,0.0,0.0,1268.0,321.0,5329.0,9.0,0.0,1484.0,May,2024,64.25153793574846
MSitAE-MAY-2024,RBS,NHS ENGLAND NORTH WEST ,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,6107.0,0.0,0.0,0.0,0.0,0.0,805.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1003.0,0.0,0.0,312.0,May,2024,86.81840510889144
MSitAE-MAY-2024,REF,NHS ENGLAND SOUTH WEST ,ROYAL CORNWALL HOSPITALS NHS TRUST,6719.0,0.0,13370.0,0.0,0.0,0.0,4041.0,0.0,782.0,0.0,0.0,0.0,506.0,476.0,2250.0,0.0,47.0,1239.0,May,2024,39.85712159547552
MSitAE-MAY-2024,RJN,NHS ENGLAND NORTH WEST ,EAST CHESHIRE NHS TRUST,4714.0,0.0,0.0,81.0,0.0,51.0,2396.0,0.0,0.0,0.0,0.0,0.0,268.0,332.0,933.0,0.0,0.0,197.0,May,2024,49.17267713194739
MSitAE-MAY-2024,RL4,NHS ENGLAND MIDLANDS ,THE ROYAL WOLVERHAMPTON NHS TRUST,13697.0,0.0,8229.0,150.0,0.0,920.0,4115.0,0.0,203.0,21.0,0.0,3.0,1205.0,225.0,6241.0,0.0,0.0,959.0,May,2024,69.95692487406001
MSitAE-MAY-2024,RN7,NHS ENGLAND SOUTH EAST ,DARTFORD AND GRAVESHAM NHS TRUST,11876.0,0.0,3899.0,0.0,0.0,0.0,3237.0,0.0,33.0,0.0,0.0,0.0,680.0,51.0,3190.0,0.0,0.0,459.0,May,2024,72.7433479285955
MSitAE-MAY-2024,RNA,NHS ENGLAND MIDLANDS ,THE DUDLEY GROUP NHS FOUNDATION TRUST,9799.0,0.0,4817.0,125.0,0.0,753.0,2723.0,0.0,186.0,7.0,0.0,0.0,1860.0,238.0,3469.0,0.0,0.0,2261.0,May,2024,72.21145014797429
MSitAE-MAY-2024,RNQ,NHS ENGLAND MIDLANDS ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,9967.0,0.0,9616.0,506.0,0.0,0.0,3580.0,0.0,109.0,0.0,0.0,0.0,1384.0,0.0,2040.0,0.0,0.0,216.0,May,2024,64.08146884719574
MSitAE-MAY-2024,RNZ,NHS ENGLAND SOUTH WEST ,SALISBURY NHS FOUNDATION TRUST,4554.0,319.0,2165.0,328.0,0.0,0.0,1697.0,0.0,0.0,120.0,0.0,0.0,370.0,5.0,1450.0,0.0,0.0,922.0,May,2024,62.73605621431708
MSitAE-MAY-2024,RVW,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,4879.0,0.0,12102.0,0.0,0.0,0.0,2109.0,0.0,71.0,0.0,0.0,0.0,157.0,1.0,1652.0,0.0,541.0,2176.0,May,2024,56.773929083828655
MSitAE-MAY-2024,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0.0,0.0,11608.0,0.0,0.0,0.0,0.0,0.0,628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,May,2024,
MSitAE-MAY-2024,RY4,NHS ENGLAND EAST OF ENGLAND ,HERTFORDSHIRE COMMUNITY NHS TRUST,0.0,0.0,1044.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2024,
MSitAE-MAY-2024,RY7,NHS ENGLAND NORTH WEST ,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,0.0,0.0,4800.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2024,
MSitAE-MAY-2024,AJN,NHS ENGLAND NORTH EAST AND YORKSHIRE ,WORKINGTON HEALTH LIMITED,0.0,0.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2024,
MSitAE-MAY-2024,NDJ,NHS ENGLAND SOUTH EAST ,FIRST COMMUNITY HEALTH AND CARE CIC,0.0,0.0,2395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2024,
MSitAE-MAY-2024,NNF09,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRANSHOLME HEALTH CENTRE,0.0,0.0,4032.0,0.0,0.0,0.0,0.0,0.0,990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2024,
MSitAE-MAY-2024,NNF94,NHS ENGLAND NORTH EAST AND YORKSHIRE ,EAST RIDING COMMUNITY HOSPITAL,0.0,0.0,3083.0,0.0,0.0,0.0,0.0,0.0,578.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2024,
MSitAE-MAY-2024,NNFA7,NHS ENGLAND NORTH EAST AND YORKSHIRE ,GOOLE & DISTRICT HOSPITAL,0.0,0.0,1654.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2024,
MSitAE-MAY-2024,NNJ07,NHS ENGLAND MIDLANDS ,LOUGHBOROUGH URGENT CARE CENTRE,0.0,0.0,6249.0,0.0,0.0,585.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2024,
MSitAE-MAY-2024,NNJ0H,NHS ENGLAND MIDLANDS ,LLR EA - THE MERLYN VAZ HEALTH & SOCIAL CARE CENTRE,0.0,0.0,192.0,0.0,0.0,2136.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2024,
MSitAE-MAY-2024,NNJ12,NHS ENGLAND MIDLANDS ,MARKET HARBOROUGH,0.0,0.0,128.0,0.0,0.0,355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2024,
MSitAE-MAY-2024,NNJ13,NHS ENGLAND MIDLANDS ,MELTON MOWBRAY,0.0,0.0,78.0,0.0,0.0,373.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2024,
MSitAE-MAY-2024,NNJ14,NHS ENGLAND MIDLANDS ,OADBY,0.0,0.0,466.0,0.0,0.0,2283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2024,
MSitAE-MAY-2024,NNJ15,NHS ENGLAND MIDLANDS ,OAKHAM,0.0,0.0,67.0,0.0,0.0,391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2024,
MSitAE-MAY-2024,R0A,NHS ENGLAND NORTH WEST ,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,26218.0,3241.0,12493.0,3364.0,497.0,1109.0,12613.0,114.0,830.0,1596.0,12.0,118.0,3856.0,720.0,5602.0,168.0,165.0,500.0,May,2024,51.89183004043024
MSitAE-MAY-2024,R1F,NHS ENGLAND SOUTH EAST ,ISLE OF WIGHT NHS TRUST,4425.0,0.0,2180.0,31.0,0.0,28.0,1782.0,0.0,2.0,11.0,0.0,0.0,127.0,22.0,1126.0,0.0,0.0,317.0,May,2024,59.728813559322035
MSitAE-MAY-2024,RA9,NHS ENGLAND SOUTH WEST ,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,6698.0,0.0,3543.0,409.0,0.0,179.0,2918.0,0.0,10.0,144.0,0.0,1.0,354.0,113.0,2194.0,0.0,0.0,1244.0,May,2024,56.434756643774264
MSitAE-MAY-2024,RBK,NHS ENGLAND MIDLANDS ,WALSALL HEALTHCARE NHS TRUST,8928.0,0.0,4169.0,426.0,0.0,148.0,2791.0,0.0,209.0,60.0,0.0,0.0,795.0,50.0,3692.0,0.0,0.0,680.0,May,2024,68.73879928315412
MSitAE-MAY-2024,RBT,NHS ENGLAND NORTH WEST ,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,7444.0,0.0,2986.0,160.0,0.0,56.0,4292.0,0.0,56.0,41.0,0.0,0.0,660.0,571.0,2433.0,0.0,0.0,1026.0,May,2024,42.34282643739925
MSitAE-MAY-2024,RCB,NHS ENGLAND NORTH EAST AND YORKSHIRE ,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,11533.0,398.0,9042.0,0.0,0.0,0.0,6364.0,0.0,337.0,0.0,0.0,0.0,844.0,762.0,4613.0,6.0,0.0,1576.0,May,2024,44.81921442816266
MSitAE-MAY-2024,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,6340.0,260.0,26.0,534.0,0.0,0.0,2487.0,0.0,0.0,0.0,0.0,0.0,431.0,151.0,1621.0,0.0,0.0,581.0,May,2024,60.77287066246056
MSitAE-MAY-2024,RCU,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,4996.0,0.0,298.0,307.0,0.0,19.0,658.0,0.0,1.0,40.0,0.0,0.0,8.0,0.0,941.0,0.0,0.0,96.0,May,2024,86.82946357085669
MSitAE-MAY-2024,RD8,NHS ENGLAND EAST OF ENGLAND ,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,8486.0,0.0,5838.0,634.0,0.0,125.0,3526.0,0.0,268.0,238.0,0.0,0.0,495.0,0.0,2037.0,0.0,0.0,452.0,May,2024,58.44921046429413
MSitAE-MAY-2024,REP,NHS ENGLAND NORTH WEST ,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,0.0,1305.0,0.0,0.0,130.0,0.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,17.0,May,2024,
MSitAE-MAY-2024,RH8,NHS ENGLAND SOUTH WEST ,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,12900.0,0.0,4350.0,1320.0,0.0,57.0,4755.0,0.0,26.0,411.0,0.0,2.0,1233.0,46.0,4128.0,0.0,0.0,2264.0,May,2024,63.13953488372093
MSitAE-MAY-2024,RHQ,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,9441.0,1200.0,7827.0,449.0,1.0,1247.0,4642.0,0.0,324.0,192.0,0.0,19.0,1289.0,8.0,3925.0,0.0,0.0,2916.0,May,2024,50.83147971613177
MSitAE-MAY-2024,RJC,NHS ENGLAND MIDLANDS ,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,8612.0,0.0,448.0,9.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,297.0,8.0,2267.0,0.0,0.0,727.0,May,2024,70.97073850441245
MSitAE-MAY-2024,RJE,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,14147.0,469.0,9736.0,674.0,0.0,520.0,6854.0,0.0,173.0,255.0,0.0,10.0,1192.0,701.0,5701.0,0.0,0.0,3368.0,May,2024,51.5515657029759
MSitAE-MAY-2024,RKB,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,12422.0,1831.0,7754.0,39.0,0.0,137.0,5842.0,81.0,324.0,25.0,0.0,0.0,246.0,59.0,3033.0,111.0,72.0,1751.0,May,2024,52.970536145548216
MSitAE-MAY-2024,RRK,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,35332.0,384.0,1693.0,32.0,0.0,274.0,15433.0,0.0,16.0,12.0,0.0,3.0,2355.0,2190.0,10966.0,0.0,0.0,5888.0,May,2024,56.3200498132005
MSitAE-MAY-2024,RTE,NHS ENGLAND SOUTH WEST ,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,13362.0,0.0,0.0,190.0,0.0,0.0,5555.0,0.0,0.0,67.0,0.0,0.0,353.0,698.0,2733.0,0.0,0.0,1789.0,May,2024,58.426882203262984
MSitAE-MAY-2024,RTP,NHS ENGLAND SOUTH EAST ,SURREY AND SUSSEX HEALTHCARE NHS TRUST,10800.0,0.0,0.0,0.0,0.0,0.0,3321.0,0.0,0.0,0.0,0.0,0.0,610.0,556.0,3119.0,0.0,0.0,556.0,May,2024,69.25
MSitAE-MAY-2024,RWW,NHS ENGLAND NORTH WEST ,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,7412.0,0.0,3505.0,276.0,0.0,99.0,3671.0,0.0,103.0,121.0,0.0,6.0,747.0,736.0,1896.0,0.0,0.0,219.0,May,2024,50.472207231516464
MSitAE-MAY-2024,RXF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,MID YORKSHIRE TEACHING NHS TRUST,17925.0,122.0,6752.0,124.0,0.0,89.0,7104.0,0.0,521.0,16.0,0.0,4.0,2278.0,242.0,3679.0,0.0,153.0,932.0,May,2024,60.36820083682009
MSitAE-MAY-2024,RYG,NHS ENGLAND MIDLANDS ,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,83.0,May,2024,
MSitAE-MAY-2024,ARN03,NHS ENGLAND NORTH EAST AND YORKSHIRE ,LOCAL CARE DIRECT,0.0,0.0,2366.0,0.0,0.0,317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2024,
MSitAE-MAY-2024,R1D,NHS ENGLAND MIDLANDS ,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,0.0,0.0,3581.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2024,
MSitAE-MAY-2024,R1H,NHS ENGLAND LONDON,BARTS HEALTH NHS TRUST,24992.0,928.0,18284.0,0.0,0.0,0.0,12419.0,19.0,2130.0,0.0,0.0,0.0,1200.0,1038.0,5141.0,0.0,0.0,1337.0,May,2024,50.308098591549296
